ASA,ASE,Variable,Description
True,True,AllowRaidDinoFeeding," Valore predefinito: False Tipo valore: booleano Se True, consente di domare permanentemente i Titanosauri (ovvero consentire loro di essere nutriti). Nota: nell'Isola si generano solo un massimo di 3 Titanosauri, quindi 3 esemplari addomesticati dovrebbero alla fine bloccare la generazione di altri."
None,True,AllowSharedConnections,"Valore predefinito: False Tipo valore: booleano Se True, consente ai giocatori con FamilyShare attivo di connettersi al server."
None,True,AllowTekSuitPowersInGenesis," Valore predefinito: False Tipo valore: booleano Se True, abilita i poteri della tuta TEK in Genesis: Parte 1."
True,True,AllowThirdPersonPlayer," Valore predefinito: True Tipo valore: booleano Se False, disabilita la telecamera in terza persona consentita per impostazione predefinita su tutti i server dedicati."
True,True,AlwaysAllowStructurePickup, Valore predefinito: False Tipo valore: booleano Se True disabilita il timer sul sistema di prelievo rapido degli oggetti piazzati.
None,True,AlwaysNotifyPlayerLeft," Valore predefinito: False Tipo valore: booleano Se True, i giocatori riceveranno sempre una notifica se qualcuno lascia il server"
None,True,AutoDestroyDecayedDinos," Valore predefinito: False Tipo di valore: booleano Se True, distrugge automaticamente gli addomesticati decaduti rivendicabili durante il caricamento, anziché lasciarli in giro come rivendicabili. Nota: dopo la patch 273.691, in modalità PvE la rimozione automatica della richiesta dopo il periodo di decadimento è stata disabilitata nel PvE ufficiale."
None,True,AutoDestroyOldStructuresMultiplier,"Valore predefinito: 0.0 Tipo valore: float Consente l'autodistruzione delle strutture dopo che nessuna tribù vicina è passata e il tempo massimo per la distruzione è trascorso (definito come moltiplicatore del periodo di Consenti Rivendicazione). Per abilitarlo, impostalo su 1.0. Utile per i server per ripulire automaticamente le strutture abbandonate nel tempo. Richiede l'opzione della riga di comando -AutoDestroyStructures per funzionare. Il valore scala con ogni tempo di decadimento della struttura."
True,True,AutoSavePeriodMinutes, Valore predefinito: 15.0 Tipo di valore: float Imposta l'intervallo per i salvataggi automatici. Impostandolo su 0 causerà un risparmio costante.
None,True,BanListURL," Tipo valore: stringa con un URL Imposta l'elenco dei divieti globali. Deve essere racchiuso tra virgolette doppie. L'elenco dei ban ufficiale è http://arkdedicated.com/banlist.txt, prima di 279.233 l'URL era http://playark.com/banlist.txt. Nota: supporta solo il protocollo HTTP (HTTPS non è supportato)."
None,True,bForceCanRideFliers,"Tipo valore: booleano Se True, consente l'utilizzo dei volantini su mappe dove normalmente sono disabilitati. Nota: se lo imposti su False disabiliterà i volantini su qualsiasi mappa."
True,True,ClampItemSpoilingTimes," Valore predefinito: False Tipo valore: booleano Se True, limita tutti i tempi di deterioramento ai tempi di deterioramento massimi degli oggetti. Utile se sul server sono stati utilizzati exploit di spoiler infinito e si desidera ripulirli. Potrebbe potenzialmente causare problemi con le mod che alterano il tempo di spoiler, quindi è un'opzione."
None,True,ClampItemStats," Valore predefinito: False Tipo valore: booleano Se True, abilita il blocco delle statistiche per gli oggetti. Vedi ItemStatClamps per maggiori informazioni."
True,True,ClampResourceHarvestDamage," Valore predefinito: False Tipo di valore: booleano Se True, limita il danno causato da un addomesticato a una risorsa durante la raccolta in base alla salute rimanente della risorsa. Nota: abilitare questa impostazione può comportare una sensibile riduzione della raccolta delle risorse utilizzando strumenti o creature ad alto danno."
None,True,CustomDynamicConfigUrl,"Tipo valore: stringa con un URL Collegamento diretto a un file Dynamicconfig.ini live (http://arkdedicated.com/dynamicconfig.ini), che consente modifiche in tempo reale delle opzioni supportate senza la necessità di riavviare il server, oltre a definire un set di colori personalizzato per le uova delle creature selvatiche. Nota: richiede l'opzione della riga di comando -UseDynamicConfig, la stringa con un URL deve utilizzare il protocollo HTTP (HTTPS non è supportato) e tra virgolette se utilizzata nella riga di comando. Controlla la sezione DynamicConfig per le impostazioni supportate."
None,True,CustomLiveTuningUrl,"Tipo valore: stringa con un URL Collegamento diretto al file di ottimizzazione live (ad esempio: http://arkdedicated.com/DefaultOverloads.json). Attualmente consente solo di modificare i valori di DecayDestructionPeriod e DecayDestructionPeriodMultiplier per qualsiasi struttura nel gioco. Nota: la stringa con un URL deve utilizzare il protocollo HTTP (HTTPS non è supportato) e tra virgolette se utilizzata nella riga di comando. Per ulteriori informazioni su come utilizzare questo sistema, consulta l'annuncio ufficiale: https://surviveteark.com/index.php?/forums/topic/569366-server-configuration-live-tuning-system."
True,True,DayCycleSpeedScale,"Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il passaggio del tempo in ARK, controllando la frequenza con cui il giorno cambia in notte e la notte cambia in giorno. Il valore predefinito 1 fornisce la stessa velocità di ciclo dell'esperienza per giocatore singolo (e dei server pubblici ufficiali). Valori inferiori a 1 rallentano il ciclo; valori più alti lo accelerano. Il tempo base quando il valore è 1 sembra essere 1 minuto in tempo reale equivale a ca. Tempo di gioco di 28 minuti. Pertanto, per un ciclo giorno/notte di circa 24 ore nel gioco, utilizzare .035 per il valore."
True,True,DayTimeSpeedScale," Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il passaggio del tempo nell'ARK durante il giorno. Questo valore determina la durata di ogni giorno, rispetto alla durata di ogni notte (come specificato da NightTimeSpeedScale). Diminuendo questo valore si aumenta la durata di ogni giorno."
False,True,DestroyUnconnectedWaterPipes,"Valore predefinito: False Tipo valore: booleano Se True, dopo due giorni in tempo reale i tubi si autodistruggeranno se non connessi a qualsiasi non-tubo (direttamente o indirettamente) e nessun giocatore alleato si trova nelle vicinanze."
True,False,DestroyTamesOverTheSoftTameLimit, Valore predefinito: False Tipo valore: booleano abilita la distruzione degli addomesticati oltre il limite
True,True,DifficultyOffset, Valore predefinito: 1.0 Tipo valore: float Specifica il livello di difficoltà.
True,True,DinoCharacterFoodDrainMultiplier," Valore predefinito: 1,0 Tipo valore: float Specifica il fattore di scala per il consumo di cibo delle creature. Valori più alti aumentano il consumo di cibo (le creature soffrono la fame più velocemente). Influisce anche sui tempi di addomesticamento."
True,True,DinoCharacterHealthRecoveryMultiplier," Valore predefinito: 1,0 Tipo valore: float Specifica il fattore di scala per il recupero della salute delle creature. Valori più alti aumentano il tasso di recupero (le creature guariscono più velocemente)."
True,True,DinoCharacterStaminaDrainMultiplier,Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il consumo di resistenza delle creature. Valori più alti aumentano il consumo di resistenza (le creature si stancano più velocemente).
None,True,DinoCountMultiplier," Valore predefinito: 1,0 Tipo valore: float Specifica il fattore di scala per la generazione delle creature. Valori più alti aumentano il numero di creature generate in ARK."
True,True,DinoDamageMultiplier, Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il danno che le creature selvagge infliggono con i loro attacchi. Il valore predefinito 1 fornisce un danno normale. Valori più alti aumentano il danno. Valori più bassi lo diminuiscono.
True,True,DinoResistanceMultiplier,"Valore predefinito: 1,0 Tipo valore: float Specifica il fattore di scala per la resistenza al danno che le creature selvagge ricevono quando vengono attaccate. Il valore predefinito 1 fornisce un danno normale. Valori più alti diminuiscono la resistenza, aumentando il danno per attacco. Valori più bassi lo aumentano, riducendo il danno per attacco. Un valore di 0,5 fa sì che una creatura subisca la metà del danno mentre un valore di 2,0 fa sì che una creatura subisca il doppio del danno normale."
True,True,DisableDinoDecayPvE," Valore predefinito: False Tipo valore: booleano Se True, disabilita il decadimento della creatura in modalità PvE. Nota: dopo la patch 273.691, in modalità PvE il ritiro automatico delle creature dopo il periodo di decadimento è stato disabilitato."
True,True,DisableImprintDinoBuff," Valore predefinito: False Tipo valore: booleano Se True, disabilità il bonus Imprint (accudimento) del giocatore. Laddove chiunque abbia specificamente impresso l'imprinting sulla creatura e l'abbia cresciuta per avere una qualità di imprinting, ottiene un buff extra di danno/resistenza."
True,True,DisablePvEGamma,"Valore predefinito: False Tipo valore: booleano Se True, impedisce l'uso del comando gamma della console in modalità PvE."
True,True,DisableStructureDecayPvE," Valore predefinito: False Tipo valore: booleano Se True, disabilita il graduale decadimento automatico delle strutture dei giocatori."
True,True,DisableWeatherFog," Valore predefinito: False Tipo valore: booleano Se True, disabilita la nebbia."
True,True,DontAlwaysNotifyPlayerJoined," Valore predefinito: False Tipo valore: booleano Se True, disabilita globalmente le notifiche di ingresso nel server dei giocatori."
True,True,EnableExtraStructurePreventionVolumes," Valore predefinito: False Tipo valore: booleano Se True, disabilita la costruzione in specifiche aree ricche di risorse, in particolare la costruzione sull'Isola intorno alle montagne principali."
True,True,EnablePvPGamma," Valore predefinito: False Tipo valore: booleano Se True, consente l'uso del comando gamma della console in modalità PvP."
None,True,ExtinctionEventTimeInterval, Tipo valore: secondi Utilizzato per abilitare la modalità di estinzione (ARKpocalypse). Il numero è il tempo in secondi. Utilizza il valore 2592000 per 30 giorni.
None,True,FastDecayUnsnappedCoreStructures," Valore predefinito: False Tipo valore: booleano Se True, fondazioni/pilastri/recinzioni/Tek Dedicated Storage non ancorati decadranno dopo il tempo indicato da FastDecayInterval in Game.ini (il valore predefinito è 12 ore). Prima della 259.0, impostava il tempo di decadimento per tali strutture direttamente a 5 volte più veloce."
None,True,ForceAllStructureLocking," Valore predefinito: False Tipo valore: booleano Se True, bloccherà tutte le strutture per impostazione predefinita."
True,True,globalVoiceChat," Valore predefinito: False Tipo valore: booleano Se True, la chat vocale diventa globale."
True,True,HarvestAmountMultiplier," Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per i rendimenti di tutte le attività di raccolta (abbattimento di alberi, raccolta di bacche, intaglio di carcasse, estrazione di rocce, ecc.). Valori più alti aumentano la quantità di materiali raccolti ad ogni colpo."
True,True,HarvestHealthMultiplier,"Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per la salute degli oggetti che possono essere raccolti (alberi, rocce, carcasse, ecc.). Valori più alti aumentano la quantità di danni (ovvero il numero di colpi) che tali oggetti possono sopportare prima di essere distrutti, il che si traduce in una maggiore resa complessiva del raccolto."
None,True,IgnoreLimitMaxStructuresInRangeTypeFlag," Valore predefinito: False Tipo valore: booleano Se True, rimuove il limite di 150 strutture decorative (bandiere, segni, derma ecc.)."
True,True,ItemStackSizeMultiplier," Valore predefinito: 1.0 Tipo valore: float Consenti l'aumento o la diminuzione della dimensione globale dello stack degli oggetti, ciò significa che tutte le dimensioni dello stack predefinite verranno moltiplicate per il valore fornito (esclusi gli elementi che hanno una dimensione dello stack pari a 1 per impostazione predefinita)."
True,True,KickIdlePlayersPeriod,"Valore predefinito: 3600.0 Tipo valore: float Tempo in secondi dopo il quale i personaggi che non si sono mossi o hanno interagito verranno espulsi (se è impostato -EnableIdlePlayerKick come parametro della riga di comando). Nota: nonostante a livello di codice sia definito come numero in virgola mobile, si suggerisce invece di utilizzare un numero intero."
None,True,MaxGateFrameOnSaddles," Valore predefinito: 0 Tipo valore: intero Definisce il numero massimo di gateway consentiti sulle selle della piattaforma. Un valore pari a 2 impedirebbe ai giocatori di posizionare più di 2 gateway sulle loro piattaforme (utilizzate nei server PvP ufficiali). Questa impostazione non è retroattiva, il che significa che le build esistenti non saranno interessate. Imposta su 0 per non consentire ai giocatori di posizionare i gateway sulle selle della piattaforma (utilizzati nei server PvE ufficiali)."
None,True,MaxHexagonsPerCharacter, Valore predefinito: 2000000000 Tipo valore: intero Imposta la quantità massima di esagoni che un personaggio può accumulare. Il funzionario lo ha impostato su 2500000.
True,True,MaxPersonalTamedDinos,"Valore predefinito: 0 Tipo valore: intero Imposta un limite di addomesticamento delle creature per tribù (500 sui server PvE ufficiali, 300 sui server PvP ufficiali). Il valore predefinito pari a 0 disabilita tale limite."
None,True,MaxPlatformSaddleStructureLimit, Valore predefinito: 75 Tipo valore: intero Modifica il numero massimo di creature/zattere platform consentite su ARK (un potenziale costo in termini di prestazioni). Esempio: MaxPlatformSaddleStructureLimit=10 consentirebbe solo 10 selle/zattere della piattaforma nell'intero ARK.
True,True,MaxTamedDinos," Valore predefinito: 5000.0 Tipo valore: float Imposta il numero massimo di creature addomesticate su un server, questo è un limite globale. Nota: nonostante a livello di codice sia definito come numero in virgola mobile, si suggerisce invece di utilizzare un numero intero."
True,False,MaxTamedDinos_SoftTameLimit, Valore predefinito: 5000 imposta il limite di soft tame a livello di server
True,False,"MaxTamedDinos_SoftTameLimit_CountdownForDeletionDuration ""Default value: 604800 set the timer for destroy in seconds""",
None,True,MaxTributeCharacters,Valore predefinito: 10 Tipo valore: intero Slot per i caratteri caricati. Qualsiasi valore inferiore a quello predefinito verrà ripristinato. Nota: l'aumento potrebbe corrompere i dati del giocatore/cluster e portare alla perdita di tutti i personaggi memorizzati.
True,True,MaxTributeDinos," Valore predefinito: 20 Tipo valore: intero Slot per le creature caricate. Qualsiasi valore inferiore a quello predefinito verrà ripristinato. Nota: alcuni giocatori hanno affermato che il limite massimo di 273 è sicuro e di più corromperanno il profilo/cluster e porteranno alla perdita di tutte le creature memorizzate, ma è necessario controllarlo"
True,True,MaxTributeItems," Valore predefinito: 50 Tipo valore: intero Slot per elementi e risorse caricati. Qualsiasi valore inferiore a quello predefinito verrà ripristinato. Nota: alcuni giocatori hanno affermato che il limite massimo di 154 è sicuro e di più corromperanno il profilo/cluster e porteranno alla perdita di tutti gli oggetti e le risorse archiviati, ma è necessario controllarlo"
True,True,NightTimeSpeedScale,"Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il passaggio del tempo nell'ARK durante la notte. Questo valore determina la durata di ogni notte, rispetto alla durata di ogni giorno (come specificato da DayTimeSpeedScale). Abbassando questo valore si aumenta la durata di ogni notte."
True,True,NonPermanentDiseases," Valore predefinito: False Tipo valore: booleano Se True, rende le malattie permanenti non permanenti. I giocatori li perderanno in caso di respawn."
None,True,NPCNetworkStasisRangeScalePlayerCountStart," Valore predefinito: 0 Tipo valore: intero Numero minimo di giocatori online quando è abilitata la sostituzione della scala di intervallo della stasi della rete NPC (richiede l'immissione in INI, non nella riga di comando). Utilizzato per sovrascrivere la scala di intervallo della stasi della rete NPC (per ridimensionare le prestazioni del server per più giocatori), per impostazione predefinita è impostato su 0, disabilitandolo. L'ufficiale lo ha impostato su 24."
None,True,NPCNetworkStasisRangeScalePlayerCountEnd,"Valore predefinito: 0 Tipo valore: intero Numero massimo di giocatori online quando viene raggiunto NPCNetworkStasisRangeScalePercentEnd (richiede l'immissione in INI, non nella riga di comando). Utilizzato per sovrascrivere la scala di intervallo della stasi della rete NPC (per ridimensionare le prestazioni del server per più giocatori), per impostazione predefinita è impostato su 0, disabilitandolo. L'ufficiale lo ha impostato a 70"
None,True,NPCNetworkStasisRangeScalePercentEnd," Valore predefinito: 0,55000001 Tipo valore: float La percentuale di scala massima utilizzata quando viene raggiunto NPCNetworkStasisRangeScalePlayerCountEnd (richiede l'immissione in INI, non nella riga di comando). Utilizzato per sovrascrivere la scala di portata della stasi della rete NPC (per adattare le prestazioni del server a più giocatori). Il funzionario lo ha impostato su 0,5."
None,True,OnlyAutoDestroyCoreStructures," Valore predefinito: False Tipo valore: booleano Se True, impedisce a qualsiasi struttura non centrale/non di fondazione di autodistruggersi (tuttavia verranno comunque autodistrutte se un piano su cui si trovano viene automaticamente distrutto). I server PvE ufficiali utilizzano questa opzione."
None,True,OnlyDecayUnsnappedCoreStructures,"Valore predefinito: False Tipo valore: booleano Se True, solo le strutture centrali non ancorate decadranno. Utile per eliminare lo spam pilastro/fondamento solitario."
True,True,OverrideOfficialDifficulty," Valore predefinito: 0.0 Tipo valore: float Ti consente di sovrascrivere il livello di difficoltà predefinito del server di 4 con 5 per corrispondere al nuovo livello di difficoltà ufficiale del server. Il valore predefinito 0,0 disabilita l'override. Un valore di 5,0 consentirà alle creature comuni di spawnare fino al livello 150. Originariamente (247,95) disponibile solo come opzione da riga di comando."
True,True,OverrideStructurePlatformPrevention," Valore predefinito: False Tipo valore: booleano Se True, le torrette diventano costruibili e funzionali sulle selle della piattaforma. Dal 247.999 si applica anche alla struttura a punta. Nota: nonostante le note della patch, in ShooterGameServer è codificato OverrideStructurePlatformPrevention con due r."
True,True,OxygenSwimSpeedStatMultiplier," Valore predefinito: 1,0 Tipo di valore: float Utilizzare questo per impostare il modo in cui la velocità di nuoto viene moltiplicata per il livello trascorso in ossigeno. Il valore è stato ridotto dell'80% in 256.0."
True,True,PerPlatformMaxStructuresMultiplier, Valore predefinito: 1.0 Tipo di valore: float Un valore più alto aumenta (da una scala percentuale) il numero massimo di elementi posizionabili su selle e zattere.
None,True,PersonalTamedDinosSaddleStructureCost, Valore predefinito: 0 Tipo valore: intero Determina la quantità di slot per creature addomesticate che una sella piattaforma (con strutture) utilizzerà verso il limite delle creature addomesticate della tribù.
True,True,PlatformSaddleBuildAreaBoundsMultiplier, Valore predefinito: 1.0 Tipo valore: float Aumentando il numero è possibile posizionare le strutture più lontano dalla piattaforma.
True,True,PlayerCharacterFoodDrainMultiplier, Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il consumo di cibo dei personaggi giocanti. Valori più alti aumentano il consumo di cibo (i personaggi giocanti soffrono la fame più velocemente).
True,True,PlayerCharacterHealthRecoveryMultiplier,Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il recupero della salute dei personaggi dei giocatori. Valori più alti aumentano il tasso di recupero (i personaggi giocanti guariscono più velocemente).
True,True,PlayerCharacterStaminaDrainMultiplier, Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il consumo di resistenza dei personaggi dei giocatori. Valori più alti aumentano il consumo di resistenza (i personaggi giocanti si stancano più velocemente).
True,True,PlayerCharacterWaterDrainMultiplier, Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il consumo di acqua dei personaggi giocanti. Valori più alti aumentano il consumo di acqua (i personaggi giocanti hanno sete più velocemente).
True,True,PlayerDamageMultiplier, Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il danno che i giocatori infliggono con i loro attacchi. Il valore predefinito 1 fornisce un danno normale. Valori più alti aumentano il danno. Valori più bassi lo diminuiscono.
True,True,PlayerResistanceMultiplier,"Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per la resistenza ai danni che i giocatori ricevono quando vengono attaccati. Il valore predefinito 1 fornisce un danno normale. Valori più alti diminuiscono la resistenza, aumentando il danno per attacco. Valori più bassi lo aumentano, riducendo il danno per attacco. Un valore di 0,5 fa sì che un giocatore subisca la metà del danno mentre un valore di 2,0 comporterebbe che subisca il doppio del danno normale."
True,True,PreventDiseases," Valore predefinito: False Tipo valore: booleano Se True, si ammala completamente sul server. Finora solo la Febbre della Palude."
True,True,PreventMateBoost," Valore predefinito: False Tipo di valore: booleano Se True, disabilita il potenziamento del compagno di creatura."
True,True,PreventOfflinePvP,"Valore predefinito: False Tipo valore: booleano Se True, abilita la prevenzione raid offline (ORP). Quando tutti i membri della tribù vengono disconnessi, i personaggi, le creature e le strutture della tribù diventano invulnerabili. Si applica ancora la fame delle creature, inoltre, i personaggi e le creature possono ancora morire se annegati. Nonostante il nome, funziona sia in modalità PvE che PvP. Per motivi di prestazioni, si consiglia di impostare un intervallo minimo con l'opzione PreventOfflinePvPInterval prima che ORP diventi attivo. L'ORP aiuta anche a ridurre l'utilizzo della memoria e della CPU su un server. Abilitato per impostazione predefinita sul PvE ufficiale dal 258.3"
True,True,PreventOfflinePvPInterval," Valore predefinito: 0.0 Tipo valore: float Secondi di attesa prima che un ORP diventi attivo per tribù/giocatori e relative creature/strutture (10 secondi nei server PvE ufficiali). Nota: nonostante a livello di codice sia definito come numero in virgola mobile, si suggerisce invece di utilizzare un numero intero."
True,True,PreventSpawnAnimations,"Valore predefinito: False Tipo valore: booleano Se True, i personaggi giocanti (ri)spawnano senza l'animazione di risveglio."
True,True,PreventTribeAlliances," Valore predefinito: False Tipo valore: booleano Se True, impedisce alle tribù di creare alleanze."
True,True,ProximityChat," Valore predefinito: False Tipo valore: booleano Se True, solo i giocatori vicini possono vedere i loro messaggi di chat"
True,True,PvEAllowStructuresAtSupplyDrops," Valore predefinito: False Tipo valore: booleano Se True, consente di costruire vicino ai punti di raccolta dei rifornimenti in modalità PvE."
True,True,PvEDinoDecayPeriodMultiplier, Valore predefinito: 1.0 Tipo di valore: float Moltiplicatore temporale di decadimento automatico della creatura PvE. Richiede DisableDinoDecayPvE=false in GameUserSettings.ini o ?DisableDinoDecayPvE=false nella riga di comando per funzionare.
None,True,PvEStructureDecayPeriodMultiplier,"Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per i tempi di decadimento delle strutture, ad esempio: impostandolo su 2.0 raddoppierà tutti i tempi di decadimento della struttura, mentre impostandolo su 0.5 dimezzerà i timer. Nota: nonostante il nome, funziona sia in modalità PvP che PvE quando il decadimento della struttura è abilitato."
True,True,PvPDinoDecay," Valore predefinito: False Tipo valore: booleano Se True, abilita il decadimento delle creature in PvP mentre la Prevenzione Raid Offline è attiva."
None,True,PvPStructureDecay," Valore predefinito: False Tipo valore: booleano Se True, abilita il decadimento delle strutture sui server PvP mentre la prevenzione raid offline è attiva."
True,True,RaidDinoCharacterFoodDrainMultiplier, Valore predefinito: 1.0 Tipo di valore: float Influisce sulla velocità con cui il cibo viene scaricato su tali dinosauri raid (ad esempio: Titanosaurus)
True,True,RandomSupplyCratePoints," Valore predefinito: False Tipo valore: booleano Se True, le consegne di rifornimenti si trovano in posizioni casuali. Nota: è noto che questa impostazione rende inaccessibili gli artefatti su Ragnarok se attivi."
None,True,RCONEnabled,"Valore predefinito: False Tipo valore: booleano Se True, abilita RCON, richiede RCONPort=<TCP_PORT> e ServerAdminPassword=<admin_password> per funzionare."
True,True,RCONPort, Valore predefinito: 27020 Tipo valore: intero Specifica la porta TCP RCON opzionale. Vedi Configurazione del server dedicato
True,True,RCONServerGameLogBuffer, Valore predefinito: 600.0 Tipo valore: float Determina quante righe di registri di gioco vengono inviate tramite RCON. Nota: nonostante sia codificato come float si consiglia di trattarlo come intero.
True,True,ResourcesRespawnPeriodMultiplier," Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per la velocità di rigenerazione per i nodi di risorse (alberi, rocce, cespugli, ecc.). Valori più bassi causano il respawn dei nodi più frequentemente."
True,True,ServerAdminPassword," Tipo valore: stringa Se specificato, i giocatori devono fornire questa password (tramite la console di gioco) per accedere ai comandi dell'amministratore sul server. Nota: non vengono utilizzate virgolette."
None,True,ServerAutoForceRespawnWildDinosInterval,"Valore predefinito: 0,0 Tipo valore: float Forza la ricomparsa di tutte le creature selvagge al riavvio del server dopo il valore impostato in secondi. Il valore predefinito di 0.0 lo disabilita. Utile per evitare che alcune specie di creature (come Basilo e Spino) spopolino sui server di lunga durata."
True,True,ServerCrosshair," Valore predefinito: True Tipo valore: booleano Se False, disabilita il mirino sul tuo server."
True,True,ServerForceNoHUD," Valore predefinito: False Tipo valore: booleano Se True, l'HUD è sempre disabilitato per gli NPC non di proprietà della tribù."
True,True,ServerHardcore," Valore predefinito: False Tipo valore: booleano Se True, abilita la modalità Hardcore (i personaggi giocanti ritornano al livello 1 dopo la morte)"
True,True,ServerPassword," Tipo valore: stringa Se specificato, i giocatori devono fornire questa password per unirsi al server. Nota: non vengono utilizzate virgolette."
True,True,serverPVE," Valore predefinito: False Tipo valore: booleano Se True, disabilita il PvP e abilita il PvE"
True,True,ShowFloatingDamageText,"Valore predefinito: False Tipo valore: booleano Se True, abilita la modalità testo danno popup in stile RPG."
True,True,ShowMapPlayerLocation," Valore predefinito: True Tipo valore: booleano Se False, nasconde a ciascun giocatore la propria posizione precisa quando visualizza la propria mappa."
None,True,SpectatorPassword," Tipo valore: stringa Per utilizzare uno spettatore non amministratore, il server deve specificare una password spettatore. Quindi qualsiasi client può utilizzare questi comandi della console: requestspectator <password> e stopspectating. Nota: non vengono utilizzate virgolette."
None,True,StructureDamageMultiplier, Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per le strutture di danno che affrontano i loro attacchi (ad esempio muri chiodati). Valori più alti aumentano il danno. Valori più bassi lo diminuiscono.
True,True,StructurePickupHoldDuration," Valore predefinito: 0,5 Tipo di valore: float Specifica la durata di attesa del ritiro rapido, un valore pari a 0 determina il ritiro istantaneo."
True,True,StructurePickupTimeAfterPlacement,"Valore predefinito: 30,0 Tipo valore: float Quantità di tempo in secondi dopo il posizionamento in cui è disponibile il prelievo rapido."
True,True,StructurePreventResourceRadiusMultiplier," Valore predefinito: 1.0 Tipo di valore: float Uguale a ResourceNoReplenishRadiusStructures in Game.ini. Se entrambe le impostazioni sono impostate, verranno applicati entrambi i moltiplicatori. Può essere utile quando non è possibile modificare il file Game.ini poiché funziona anche come opzione della riga di comando."
True,True,StructureResistanceMultiplier," Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per la resistenza ai danni che le strutture ricevono quando vengono attaccate. Il valore predefinito 1 fornisce un danno normale. Valori più alti diminuiscono la resistenza, aumentando il danno per attacco. Valori più bassi lo aumentano, riducendo il danno per attacco. Un valore di 0,5 fa sì che una struttura subisca la metà del danno mentre un valore di 2,0 fa sì che una struttura subisca il doppio del danno normale."
None,True,TamedDinoDamageMultiplier,Valore predefinito: 1.0 Tipo valore: float Specifica il fattore di scala per il danno che le creature addomesticate infliggono ai loro attacchi. Il valore predefinito 1 fornisce un danno normale. Valori più alti aumentano il danno. Valori più bassi lo diminuiscono.
