ASA,ASE,Variable,Description
None,TRUE,bAutoUnlockAllEngrams,"Se ativado, os engramas serão automaticamente desbloqueados à medida que o jogador subir de nivéis."
None,TRUE,bDisableDinoBreeding,"Se ativado, impede a criação de dinos domesticados."
None,TRUE,bDisableDinoRiding,"Se ativado, todos os dinos domados não poderão ser usados."
None,TRUE,bDisableDinoTaming,"Se ativado, todos os dinossauros selvagens não poderão ser domados."
TRUE,TRUE,bDisableFriendlyFire,"Se habilitado, os jogadores não podem causar dano ou matar outros membros da tribo, dinossauros e estruturas quando o modo PvE estiver habilitado."
None,TRUE,bDisableLootCrates,"Se habilitado, impedirá a desova de Loot Crates (as Loot Crates de artefatos ainda irão aparecer)."
TRUE,TRUE,bDisableStructurePlacementCollision,"Se habilitado, permitirá que os jogadores coloquem estruturas que se encaixam no terreno."
None,TRUE,bFlyerPlatformAllowUnalignedDinoBasing,"Se habilitado, os dinossauros não-aliados podem permanecer nas plataformas Quetal."
None,TRUE,bIgnoreStructuresPreventionVolumes,"Se habilitado, poderá construir em áreas onde normalmente não é permitido, como ao redor dos Obeliscos de alguns mapas, no Portal de Aberration e nas áreas de Missão em Gênesis 1. Nota: No Gênesis 1 esta configuração está habilitada por padrão e há uma configuração chamada bGenesisUseStructuresPreventionVolumes para desativá-lo."
None,TRUE,bIncreasePvPRespawnInterval,"Se ativado, ativa as configurações de aumento do intervalo de respawn do PvP."
None,TRUE,bOnlyAllowSpecifiedEngrams,"Se habilitado, apenas os engramas selecionados estarão disponíveis para aprender no jogo."
None,TRUE,bPassiveDefensesDamageRiderlessDinos,"Se habilitado, as paredes de espinhos irão danificar Dinos selvagens / sem montaria."
None,TRUE,bPvEAllowTribeWar,"Se habilitado, capacidade para as tribos declararem oficialmente a guerra umas às outras por período de tempo mutuamente acordado."
None,TRUE,bPvEAllowTribeWarCancel,"Se ativado, as tribos podem cancelar uma guerra combinada antes de começar."
TRUE,TRUE,bPvEDisableFriendlyFire,"Se habilitado, os jogadores não podem causar dano ou matar outros membros da tribo, dinossauros e estruturas quando o modo PvE estiver habilitado."
None,TRUE,bShowCreativeMode,"Se ativado, permite o modo criativo."
None,TRUE,bUseCorpseLocator,"Se ativado, após a morte, um raio de luz dispara para o céu para ajudar o jogador a localizar onde morreu."
TRUE,TRUE,bUseDinoLevelUpAnimations,"Se desativado, os dinossauros domesticados ao subir de nível não executarão a animação."
TRUE,TRUE,bUseSingleplayerSettings,"Se ativado, todas as configurações do jogo serão mais equilibradas para a experiência individual do jogador. Útil para servidores dedicados com poucos jogadores."
None,TRUE,bUseTameLimitForStructuresOnly,"se habilitado, fará com que as Unidades de Tame só sejam aplicadas e usadas para Plataformas com Estruturas e Jangadas."
None,TRUE,ConfigAddNPCSpawnEntriesContainer,"Adiciona dinos específicos em áreas de spawn. Consulte a seção relacionada ao Creature Spawn para obter mais detalhes."
None,TRUE,ConfigOverrideItemCraftingCosts,"Substitui itens que criam requisitos de recursos. Consulte a seção relacionada ao item para obter mais detalhes."
None,TRUE,ConfigOverrideItemMaxQuantity,"Substitui o tamanho stack de Items. Consulte a seção relacionada ao item para obter mais detalhes."
None,TRUE,ConfigOverrideNPCSpawnEntriesContainer,"Substitui dinosespecíficas em áreas de spawn. Consulte a seção relacionada ao Creature Spawn para obter mais detalhes."
None,TRUE,ConfigOverrideSupplyCrateItems,"Substitui itens contidos em loot crates. Consulte a seção relacionada a itens para obter mais detalhes."
None,TRUE,ConfigSubtractNPCSpawnEntriesContainer,"Remove dinos específicas em áreas de spawn. Consulte a seção relacionada ao Creature Spawn para obter mais detalhes."
TRUE,TRUE,CraftingSkillBonusMultiplier,"Especifica o multiplicador para o bônus de habilidade de criação."
TRUE,TRUE,CraftXPMultiplier,"Especifica o fator de escala para o XP ganho durante o Crafter. Valores mais altos aumentam a taxa de XP."
TRUE,TRUE,CropDecaySpeedMultiplier,"Escala o tempo de decaimento das culturas. Valores mais baixos prolongam o decaimento."
TRUE,TRUE,CropGrowthSpeedMultiplier,"Escala o tempo de crescimento das culturas. Valores mais altos tornam as culturas mais rápidas."
TRUE,TRUE,CustomRecipeEffectivenessMultiplier,"Especifica o multiplicador para a eficácia da receita do cliente. Valores mais altos aumentam a eficácia da receita."
TRUE,TRUE,CustomRecipeSkillMultiplier,"Especifica o multiplicador para a habilidade de receita do cliente. Valores mais altos aumentam a habilidade da receita."
TRUE,TRUE,DestroyTamesOverLevelClamp,"Dinos que excedem esse nível serão excluídos ao iniciar o servidor. Para desativar a exclusão definida para 0."
None,TRUE,DinoClassDamageMultipliers,"Substitui globalmente os danos de dinos selvagens. Consulte a seção relacionada às Estatísticas de dinos para obter mais detalhes."
None,TRUE,DinoClassResistanceMultipliers,"Substitui globalmente a resistência de dinos selvagens. Consulte a seção relacionada às Estatísticas de dinos para obter mais detalhes."
None,TRUE,DinoHarvestingDamageMultiplier,"Especifica o fator de escala para a taxa de dano de colheita. Valores mais altos aumentam a taxa de dano. Valores mais baixos diminuem."
None,TRUE,DinoSpawnWeightMultipliers,"Substitui globalmente Spawn de Dinos. Consulte a seção relacionada ao Creature Spawn para obter mais detalhes."
None,TRUE,DinoTurretDamageMultiplier,"Especifica o fator de escala para o dano da torreta (torretas de bala e projéteis). Valores mais altos aumentam o dano da torreta. Valores mais baixos diminuem."
TRUE,TRUE,EggHatchSpeedMultiplier,"Especifica o multiplicador pelo tempo que os ovos fertilizados eclodem. Valores mais altos diminuem o tempo de incubação dos ovos."
None,TRUE,EngramEntryAutoUnlocks,"Se ativado, o engrama será desbloqueado automaticamente no nível especificado."
None,TRUE,ExcludeItemIndices,"Exclui um item do supply crates especificando seu ID de item. Você pode ter várias linhas desta opção."
None,TRUE,FastDecayInterval,"Especifica o período de decaimento para estruturas de Decaimento rápido (como pilares ou fundações isoladas). O valor está em segundos. FastDecayUnsnappedCoreStructures em GameUserSettings.ini também deve ser definido como True para ter qualquer efeito."
None,TRUE,FishingLootQualityMultiplier,"Especifica o multiplicador na qualidade de pesca de loot."
None,TRUE,FuelConsumptionIntervalMultiplier,"Especifica o multiplicador para o intervalo de consumo de combustível."
TRUE,TRUE,GenericXPMultiplier,"Especifica o fator de escala para o XP ganho ao longo do tempo. Valores mais altos aumentam a taxa de XP."
None,TRUE,GlobalCorpseDecompositionTimeMultiplier,"Escala o tempo de decomposição de cadáveres (jogador e dino), globalmente. Valores mais altos prolongam o tempo."
TRUE,TRUE,GlobalItemDecompositionTimeMultiplier,"Escala o tempo de decomposição de itens descartados,loots, bolsas e etc globalmente. Valores mais altos prolongam o tempo."
None,TRUE,GlobalPoweredBatteryDurabilityDecreasePerSecond,"Especifica o multiplicador para a taxa na qual as baterias de carga são usadas em objetos elétricos (diminuição por segundo)."
TRUE,TRUE,GlobalSpoilingTimeMultiplier,"Escala o tempo de deterioração de perecíveis em todo o mundo. Valores mais altos prolongam o tempo."
None,TRUE,HairGrowthSpeedMultiplier,"Especifica o fator de escala para a velocidade de crescimento do cabelo. Valores mais altos aumentam a velocidade de crescimento. Valores mais baixos diminuem."
TRUE,TRUE,HarvestResourceItemAmountClassMultipliers,"Permite escolher quantidade de recursos sejam aplicada em cada recurso.. Consulte a seção Itens relacionados para obter mais detalhes."
TRUE,TRUE,HarvestXPMultiplier,"Especifica o fator de escala para o XP ganho durante a colheita. Valores mais altos aumentam a taxa de XP."
None,TRUE,IncreasePvPRespawnIntervalBaseAmount,"O período de tempo base usado para determinar o tempo de respawn."
None,TRUE,IncreasePvPRespawnIntervalCheckPeriod,"O período de tempo em que o cheque de respawn dura após o jogador ser morto por uma equipe."
None,TRUE,IncreasePvPRespawnIntervalMultiplier,"O valor do multiplicador do valor base para determinar o tempo de respawn."
None,TRUE,ItemStatClamps[<attribute>],"Restringe globalmente as estatísticas do item. Consulte a seção relacionada aos itens para obter mais detalhes. Solicita a opção ?ClampItemStats=true na linha de comando."
TRUE,TRUE,KillXPMultiplier,"Especifica o fator de escala para o XP ganho durante as mortes. Valores mais altos aumentam a taxa de XP."
TRUE,TRUE,LayEggIntervalMultiplier,"Escala o intervalo de postura dos ovos dos dinos. Valores menores fazem com que os dinos coloquem ovos com mais frequência."
None,TRUE,LevelExperienceRampOverrides,"Configura o número total de níveis disponíveis para jogadores e criaturas domesticadas e os pontos de experiência necessários para atingir cada nível. Consulte a seção relacionada à substituição de níveis de jogadores e domesticadores para obter mais detalhes."
None,TRUE,LimitNonPlayerDroppedItemsCount,"Limite a contagem de itens descartados em uma área (junto com LimitNonPlayerDroppedItemsRange)."
None,TRUE,LimitNonPlayerDroppedItemsRange,"Limite o intervalo de itens descartados em uma área (junto com LimitNonPlayerDroppedItemsCount)."
None,TRUE,MatingIntervalMultiplier,"Especifica o multiplicador de tempo entre o acasalamento dos dino domesticado. Valores mais baixos diminuem o tempo entre o acasalamento."
None,TRUE,MatingSpeedMultiplier,"Especifica o multiplicador para a velocidade com a qual os dinossauros se acasalam. Valores mais altos aumentam a velocidade de Acasalamento."
None,TRUE,MaxAlliancesPerTribe,"O número máximo de alianças permitidas para cada tribo."
None,TRUE,MaxFallSpeedMultiplier,"Especifica o multiplicador de velocidade de queda no qual os jogadores começam a receber dano de queda. Por exemplo, defini-lo como 0,1 significa que os jogadores não sobreviverão mais a um salto regular, enquanto definir um valor muito alto, como 100,0, significa que os jogadores sobreviverão a uma queda do limite do céu."
None,TRUE,MaxNumberOfPlayersInTribe,"Defina como 0 para um jogador ilimitado na tribo, ou defina com um número maior que 0 para atuar com um limite."
None,TRUE,MaxTribeLogs,"Define o número máximo de entradas de log da Tribo que são mantidas por Tribo (padrão 100)."
None,TRUE,MaxTribesPerAlliance,"O número máximo de tribos permitidas em cada aliança."
None,TRUE,NPCReplacements,"Substitui globalmente dinos específicas por outras usando nomes de classes. Consulte a seção relacionada ao Creature Spawn para obter mais detalhes."
None,TRUE,OverrideMaxExperiencePointsDino,"Defina o limite máximo de XP para os dinos."
None,TRUE,OverrideMaxExperiencePointsPlayer,"Defina o limite máximo de XP para os jogadores."
None,TRUE,OverrideEngramEntries,"Configura o status e os requisitos para aprendizagem de um engrama, especificados pelo seu índice. Consulte a seção relacionada às entradas do engrama para obter mais detalhes."
TRUE,TRUE,OverrideNamedEngramEntries,"Configura o status e os requisitos para aprendizagem de um engrama, especificados pelo seu nome. Consulte a seção relacionada às entradas do engrama para obter mais detalhes."
None,TRUE,OverridePlayerLevelEngramPoints,"Configura o número de pontos de engrama concedidos aos jogadores para cada nível ganho."
None,TRUE,PassiveTameIntervalMultiplier,"Especifica o fator de escala para o tempo entre as alimentações passivas controladas. Valores mais altos aumentam o intervalo de tempo entre as alimentações. Valores mais baixos diminuem."
TRUE,TRUE,PerLevelStatsMultiplier_Player[<integer>],"Multiplicadorde estatísticas por níve - Se ativado permite que os fatores de escala sejam aplicados a cada estatística."
None,TRUE,PerLevelStatsMultiplier_DinoTamed<_type>[<integer>],"Multiplicadores de estatísticas por nível (domado) - Se habilitado, permite que os fatores de escala sejam aplicados ao aumento de status domado para cada estatística."
None,TRUE,PerLevelStatsMultiplier_DinoWild[<integer>],"Multiplicadores de estatísticas por nível (Wild) - Se habilitado, permite que os fatores de escala sejam aplicados ao aumento de status wild para cada estatística."
None,TRUE,PlayerBaseStatMultipliers[<attribute>],"Multiplicadores de estatísticas de base - Se habilitado, permite que os fatores de escala sejam aplicados ao aumento de status base para cada estatística."
None,TRUE,PlayerHarvestingDamageMultiplier,"Especifica o fator de escala para a taxa de dano de colheita. Valores mais altos aumentam a taxa de dano. Valores mais baixos diminuem."
TRUE,TRUE,PoopIntervalMultiplier,"Escala o intervalo de defecação de jogadores e dinossauros. Valores menores fazem com que jogadores e dinos façam defecação com mais frequência."
None,TRUE,PreventBreedingForClassNames,"Impede a criação de dinos específicos através do nome da classe. Por exemplo. PreventBreedingForClassNames=""Argent_Character_BP_C"". Os nomes das classes de dinos podem ser encontrados na página IDs das criaturas."
None,TRUE,PreventDinoTameClassNames,"Impede a domesticação de dinos específicos através do nome da classe. Por exemplo. PreventDinoTameClassNames=""Argent_Character_BP_C"". Os nomes das classes Dino podem ser encontrados na página Creature IDs."
None,TRUE,PreventOfflinePvPConnectionInvincibleInterval,"O período de tempo após o login que o jogador recebe o buff de Nenhum dano para evitar a morte do personagem imediatamente após o login."
None,TRUE,PreventTransferForClassNames,"Impede a transferência de dinos específicos através do nome da classe. Por exemplo. PreventTransferForClassNames=""Argent_Character_BP_C"" Os nomes das classes de dinos podem ser encontrados na página IDs das criaturas."
None,TRUE,PvPZoneStructureDamageMultiplier,"Especifica o fator de escala em dano de estruturas em entrada de cavernas / cavernas no PvP."
TRUE,TRUE,ResourceNoReplenishRadiusPlayers,"Especifica o fator de escala para permitir que os recursos se tornem mais próximos ou mais distantes dos players. Valores menores diminuem a distância que os recursos vão aparecer ao jogador."
TRUE,TRUE,ResourceNoReplenishRadiusStructures,"Especifica o fator de escala para permitir que os recursos se tornem mais próximos ou mais distantes das estruturas. Valores menores diminuem a distância que os recursos vão aparecer proximo a estrutura."
TRUE,TRUE,SpecialXPMultiplier,"Especifica o fator de escala para o XP ganho para eventos especiais. Valores mais altos aumentam a taxa de XP."
None,TRUE,StructureDamageRepairCooldown,"Opção do servidor para o período de tempo de espera no reparo da estrutura da última vez danificada. Definido como 0 para desativá-lo, o padrão oficial é de 180 segundos."
None,TRUE,SupplyCrateLootQualityMultiplier,"Especifica o multiplicador na qualidade do supply crate loot."
None,TRUE,TamedDinoCharacterFoodDrainMultiplier,"Especifica o fator de escala para o consumo de alimentos de dinos domesticados. Valores mais altos aumentam o consumo de alimentos. Valores mais baixos diminuem."
None,TRUE,TamedDinoClassDamageMultipliers,"Substitui globalmente o dano de dinos domesticadas. Consulte a seção relacionada às Estatísticas de dinos para obter mais detalhes."
None,TRUE,TamedDinoClassResistanceMultipliers,"Substitui globalmente a resistência de dinos domesticadas. Consulte a seção relacionada às Estatísticas de dinos para obter mais detalhes."
None,TRUE,TamedDinoTorporDrainMultiplier,"Especifica o fator de escala para o drena torpor de dinos domesticados. Valores mais altos aumentam o dreno de torpor. Valores mais baixos diminuem."
None,TRUE,TribeSlotReuseCooldown,"Bloqueia um slot da tribo, assim quando um membro da tribo sai, o slot não pode ser reutilizado até que a recarga expire. Defina como 0 para desativar o cooldown."
None,TRUE,UseCorpseLifeSpanMultiplier,"Especifica o multiplicador para o tempo de vida dos cadáver e de caixa dropadas."
None,TRUE,WildDinoCharacterFoodDrainMultiplier,"Especifica o fator de escala para o consumo de alimentos dos dinossauros selvagens. Valores mais altos aumentam o consumo de alimentos. Valores mais baixos diminuem."
None,TRUE,WildDinoTorporDrainMultiplier,"Especifica o fator de escala para o drena torpor de dinossauros silvestres. Valores mais altos aumentam o drenagem de torpor. Valores mais baixos diminuem."
Turrets limit,,,
None,TRUE,bHardLimitTurretsInRange,"Se ativado, implementará um limite rígido da torretas retroativa. Isso funcionará em auto turrets, torretas pesadas, torretas tek e plantas X. O cálculo do limite rígido é feito na inicialização, portanto, se as torretas já ultrapassarem o limite, elas serão fechadas aleatoriamente até que você esteja abaixo do limite. A fim de restaurar as torretas desligadas, você deve pegar qualquer uma que ultrapasse o número, bem como desligar as torretas e substituí-las para que funcionem."
None,TRUE,bLimitTurretsInRange,"Se habilitado, será implementado um Turret Counter no HUD em preparação para Limitação da Contagem de Turret (fixando quantas Torretas podem ser construídas em uma área em servidores)."
None,TRUE,LimitTurretsNum,"Define o número máximo de torretas que podem ser colocadas dentro do limite."
None,TRUE,LimitTurretsRange,"Define o intervalo de limite para TODAS as torretas automáticas e plantas X."
Genesis,,,
None,TRUE,AdjustableMutagenSpawnDelayMultiplier,"Por padrão, o jogo tenta gerá-los a cada 8 horas em servidores dedicados e a cada hora em servidores não dedicados e no modo single player. Aumentar esse valor aumentará o intervalo de reaparecimento, diminuir irá torná-lo mais curto."
None,TRUE,BaseHexagonRewardMultiplier,"Especifica o multiplicador para as recompensas dos Hexagons."
None,TRUE,bDisableHexagonStore,"Se estiver habilitado, o hexagon store será desabilitado."
None,TRUE,bDisableDefaultMapItemSets,"Se habilitado, irá prevenir que o jogador de spawn com o TEK Suit."
None,TRUE,bDisableGenesisMissions,"Se ativado, desabilitará todas as missões no mapa do Genesis."
None,TRUE,bDisableWorldBuffs,"Se habilitado, desabilitará os efeitos das Missões completamente."
None,TRUE,bEnableWorldBuffScaling,"Se habilitado, fará com que os buffs do Mapa escalem seus benefícios multiplicativamente, ao invés de adicionar / subtrair uma quantia fixa ao valor em tempo de execução."
None,TRUE,bGenesisUseStructuresPreventionVolumes,"Se ativado, desabilitará a construção nas áreas de missão."
None,TRUE,bHexStoreAllowOnlyEngramTradeOption,"Se estiver habilitado, apenas pontos de engrams podem ser vendidos na loja Hexagon."
None,TRUE,HexagonCostMultiplier,"Especifica o multiplicador para o custo Hexagons dos itens."
None,TRUE,MutagenLevelBoost[<Stat_ID>],"Se ativado, permite que os fatores de escala sejam aplicados ao número de níveis que o Mutagen adiciona a domar dino selvagem."
None,TRUE,MutagenLevelBoost_Bred[<Stat_ID>],"Se ativado, permite que os fatores de escala sejam aplicados ao número de níveis que o Mutagen adiciona a domados de bred."
None,TRUE,WorldBuffScalingEfficacy,"Especifica a escala global para reduzir / aumentar a eficácia dos buffs mundiais (por exemplo, 1 é o padrão, 0,5 seria 50% menos eficaz, 2,0 seria 2x mais eficaz)."
