ASA,ASE,Variable,Description
None,TRUE,bAutoPvEUseSystemTime,"Valeur par défaut : FalseType de valeur : booléenSi vrai, les heures de début et de fin du mode PvE sur un serveur PvPvE feront référence à l'heure du système du serveur au lieu de l'heure mondiale du jeu. Les options bAutoPvETimer, AutoPvEStartTimeSeconds et AutoPvEStopTimeSeconds doivent également être définies."
None,TRUE,bAutoUnlockAllEngrams,"Valeur par défaut : FalseType de valeur : booléenSi vrai, déverrouille tous les engrammes disponibles. Ignore les entrées OverrideEngramEntries et OverrideNamedEngramEntries."
None,TRUE,bDisableDinoBreeding,"Valeur par défaut : FalseType de valeur : booléenSi vrai, empêche l'élevage des animaux."
None,TRUE,bDisableDinoRiding,"Valeur par défaut : FalseType de valeur : booléenSi vrai, empêche les joueurs de rouler apprivoisés."
None,TRUE,bDisableDinoTaming,"Valeur par défaut : FalseType de valeur : booléenSi vrai, empêche les joueurs d'apprivoiser les créatures sauvages."
TRUE,TRUE,bDisableFriendlyFire,"Valeur par défaut : FalseType de valeur : booléenSi vrai, empêche le tir amical (parmi les membres de la tribu/apprivoisement/structures)."
None,TRUE,bDisableLootCrates,"Valeur par défaut : FalseType de valeur : booléenSi vrai, empêche l'apparition de caisses de butin (les créations d'artefacts apparaîtront toujours)."
TRUE,TRUE,bDisableStructurePlacementCollision,"Valeur par défaut : FalseType de valeur : booleanIf True, permet aux structures de s'insérer dans le terrain."
None,TRUE,bFlyerPlatformAllowUnalignedDinoBasing,"Valeur par défaut : FalseType de valeur : booléenSi vrai, les plates-formes Quetz permettront à tout apprivoisé non allié de s'appuyer sur elles lorsqu'elles volent."
None,TRUE,bIgnoreStructuresPreventionVolumes,"Valeur par défaut : FalseValue type : booleanIf True, permet de construire des zones là où cela n'est normalement pas autorisé, comme autour des obélisques de certaines cartes, dans le portail Aberration et dans les zones Mission Volumes sur Genesis : Part 1. Remarque : dans Genesis : Part 1, ce paramètre est activé par défaut et il existe des paramètres ad hoc appelés bGenesisUseStructuresPreventionVolumes pour le désactiver."
None,TRUE,bIncreasePvPRespawnInterval,"Valeur par défaut : TrueValue type : booleanIf False, désactive le temps de réapparition supplémentaire PvP (IncreasePvPRespawnIntervalBaseAmount) qui évolue (IncreasePvPRespawnIntervalMultiplier) lorsqu'un joueur est tué par une équipe dans un certain laps de temps (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,bOnlyAllowSpecifiedEngrams,"Valeur par défaut : FalseValue type : booleanSi True, tout engramme non explicitement spécifié par la liste OverrideEngramEntries ou OverrideNamedEngramEntries sera masqué. Tous les objets et plans basés sur des engrammes cachés seront supprimés."
None,TRUE,bPassiveDefensesDamageRiderlessDinos,"Valeur par défaut : FalseType de valeur : booléenSi vrai, permet aux murs de pointes d'endommager les créatures sauvages/sans cavalier."
None,TRUE,bPvEAllowTribeWar,"Valeur par défaut : TrueValue type : booleanSi False, désactive la capacité des tribus à se déclarer officiellement la guerre pendant une période mutuellement convenue."
None,TRUE,bPvEAllowTribeWarCancel,"Valeur par défaut : FalseType de valeur : booléenSi vrai, permet l'annulation d'une guerre convenue avant qu'elle n'ait réellement commencé."
TRUE,TRUE,bPvEDisableFriendlyFire,"Valeur par défaut : FalseType de valeur : booléenSi vrai, tir amical désactivé (parmi les membres de la tribu/apprivoisés/structures) sur les serveurs PvE."
None,TRUE,bShowCreativeMode,"Valeur par défaut : FalseType de valeur : booleanSi True, active le mode créatif."
None,TRUE,bUseCorpseLocator,"Valeur par défaut : TrueValue type : booleanIf False, empêche les survivants de voir un faisceau lumineux vert à l'emplacement de leur cadavre."
TRUE,TRUE,bUseDinoLevelUpAnimations,"Valeur par défaut : TrueValue type : booleanSi False, les créatures apprivoisées au niveau supérieur n'effectueront pas l'animation associée."
TRUE,TRUE,bUseSingleplayerSettings,"Valeur par défaut : FalseType de valeur : booléenSi vrai, tous les paramètres de jeu seront plus équilibrés pour une expérience de joueur individuelle. Utile pour les serveurs dédiés avec un très petit nombre de joueurs. Voir la section Paramètres solo pour plus de détails."
None,TRUE,bUseTameLimitForStructuresOnly,"Valeur par défaut : FalseValue type : booleanIf True, les unités apprivoisées seront appliquées et utilisées uniquement pour les plates-formes avec des structures et des radeaux, désactivant ainsi les unités apprivoisées pour les unités apprivoisées sans structures de plate-forme."
None,TRUE,ConfigAddNPCSpawnEntriesContainer,Valeur par défaut : N/AType de valeur : (...)Ajoute des créatures spécifiques dans les zones d'apparition. Voir la section relative à Creature Spawn pour plus de détails.
None,TRUE,ConfigOverrideItemCraftingCosts,Valeur par défaut : N/AValue type : (...) Remplace les besoins en ressources de fabrication des objets. Voir la section relative à l'article pour plus de détails.
None,TRUE,ConfigOverrideItemMaxQuantity,Valeur par défaut : N/AValue type : (...) Remplace la taille de la pile des éléments pour chaque élément. Voir la section relative à l'article pour plus de détails.
None,TRUE,ConfigOverrideNPCSpawnEntriesContainer,Valeur par défaut : N/AValue type : (...) Remplace les créatures spécifiques dans les zones d'apparition. Voir la section relative à Creature Spawn pour plus de détails.
None,TRUE,ConfigOverrideSupplyCrateItems,Valeur par défaut : N/AValue type : (...) Remplace les éléments contenus dans les caisses de butin. Voir la section relative aux éléments pour plus de détails.
None,TRUE,ConfigSubtractNPCSpawnEntriesContainer,Valeur par défaut : N/AType de valeur : (...) Supprime des créatures spécifiques dans les zones d'apparition. Voir la section relative à Creature Spawn pour plus de détails.
TRUE,TRUE,CraftingSkillBonusMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste le bonus reçu en améliorant la compétence d'artisanat.
TRUE,TRUE,CraftXPMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la quantité d'XP gagnée pour la fabrication.
TRUE,TRUE,CropDecaySpeedMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la vitesse de dégradation des cultures dans les parcelles. Une valeur plus élevée diminue (en pourcentage) la vitesse de décomposition des cultures dans les parcelles.
TRUE,TRUE,CropGrowthSpeedMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la vitesse de croissance des cultures dans les parcelles. Une valeur plus élevée augmente (en pourcentage) la vitesse de croissance des cultures.
TRUE,TRUE,CustomRecipeEffectivenessMultiplier,Valeur par défaut : 1.0Type de valeur : floatÉvalue l'efficacité des recettes personnalisées. Une valeur plus élevée augmente (en pourcentage) leur efficacité.
TRUE,TRUE,CustomRecipeSkillMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste l'effet du niveau de vitesse de fabrication des joueurs qui est utilisé comme base pour la formule lors de la création d'une recette personnalisée. Un nombre plus élevé augmente (en pourcentage) l'effet.
TRUE,TRUE,DestroyTamesOverLevelClamp,Valeur par défaut : 0Type de valeur : entierLes tames qui dépassent ce niveau seront supprimées au démarrage du serveur. Les serveurs officiels le fixent à 450.
None,TRUE,DinoClassDamageMultipliers,Valeur par défaut : N/AType de valeur : (...) Annule globalement les dégâts des créatures sauvages. Voir la section relative aux statistiques des créatures pour plus de détails.
None,TRUE,DinoClassResistanceMultipliers,Valeur par défaut : N/AType de valeur : (...) Remplace globalement la résistance des créatures sauvages. Voir la section relative aux statistiques des créatures pour plus de détails.
None,TRUE,DinoHarvestingDamageMultiplier,Valeur par défaut : 3.2Type de valeur : floatAjuste les dégâts causés à un objet/entité récoltable par un apprivoisé. Un nombre plus élevé augmente (en pourcentage) la vitesse de récolte.
None,TRUE,DinoSpawnWeightMultipliers,Valeur par défaut : N/AType de valeur : (...) Remplace globalement la probabilité d'apparition des créatures. Voir la section relative à Creature Spawn pour plus de détails.
None,TRUE,DinoTurretDamageMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste les dégâts infligés par les tourelles à une créature. Des valeurs plus élevées l'augmentent (en pourcentage).
TRUE,TRUE,EggHatchSpeedMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste le temps nécessaire à l'éclosion d'un œuf fécondé. Une valeur plus élevée diminue (en pourcentage) à ce moment-là.
None,TRUE,EngramEntryAutoUnlocks,Valeur par défaut : N/AValue type : (...) Déverrouille automatiquement l'Engram spécifié lorsqu'il atteint le niveau spécifié. Voir la section relative aux entrées d'engramme pour plus de détails.
None,TRUE,ExcludeItemIndices,Valeur par défaut : N/AValue type : entierExclut un article des caisses de fournitures en spécifiant son ID d'article. Vous pouvez avoir plusieurs lignes de cette option.
None,TRUE,FastDecayInterval,Valeur par défaut : 43200Type de valeur : entierSpécifie la période de dégradation des structures à « décroissance rapide » (telles que les piliers ou les fondations isolées). La valeur est en secondes. FastDecayUnsnappedCoreStructures dans GameUserSettings.ini doit également être défini sur True pour prendre effet.
None,TRUE,FishingLootQualityMultiplier,"Valeur par défaut : 1.0Type de valeur : floatDéfinit la qualité des éléments qui ont une qualité lors de la pêche. Les valeurs valides sont comprises entre 1,0 et 5,0."
None,TRUE,FuelConsumptionIntervalMultiplier,Valeur par défaut : 1.0Type de valeur : floatDéfinit l'intervalle de consommation de carburant.
TRUE,TRUE,GenericXPMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la quantité d'XP gagnée pour l'XP générique (automatique au fil du temps).
None,TRUE,GlobalCorpseDecompositionTimeMultiplier,"Valeur par défaut : 1.0Type de valeur : floatAjuste le temps de décomposition des cadavres (joueur et créature), globalement. Des valeurs plus élevées prolongent le temps."
TRUE,TRUE,GlobalItemDecompositionTimeMultiplier,"Valeur par défaut : 1.0Type de valeur : floatÉchelle globalement le temps de décomposition des objets déposés, des sacs de butin, etc. Des valeurs plus élevées prolongent le temps."
None,TRUE,GlobalPoweredBatteryDurabilityDecreasePerSecond,Valeur par défaut : 3.0Type de valeur : floatSpécifie le taux auquel les batteries de charge sont utilisées dans les objets électriques.
TRUE,TRUE,GlobalSpoilingTimeMultiplier,Valeur par défaut : 1.0Type de valeur : floatScale le temps de détérioration des denrées périssables à l'échelle mondiale. Des valeurs plus élevées prolongent le temps.
None,TRUE,HairGrowthSpeedMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la croissance des cheveux. Des valeurs plus élevées augmentent la vitesse de croissance.
TRUE,TRUE,HarvestResourceItemAmountClassMultipliers,"Valeur par défaut : N/AValue type : (...) Echelle, en fonction du type de ressource, la quantité de ressources récoltées. Voir la section relative aux éléments pour plus de détails."
TRUE,TRUE,HarvestXPMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la quantité d'XP gagnée pour la récolte.
None,TRUE,IncreasePvPRespawnIntervalBaseAmount,"Valeur par défaut : 60.0Type de valeur : floatSi bIncreasePvPRespawnInterval est True, définit le temps de réapparition PvP supplémentaire en secondes qui évolue (IncreasePvPRespawnIntervalMultiplier) lorsqu'un joueur est tué par une équipe dans un certain laps de temps (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,IncreasePvPRespawnIntervalCheckPeriod,"Valeur par défaut : 300.0Type de valeur : floatSi bIncreasePvPRespawnInterval est True, définit la durée en secondes pendant laquelle le temps de réapparition d'un joueur augmente (IncreasePvPRespawnIntervalBaseAmount) et évolue (IncreasePvPRespawnIntervalMultiplier) lorsqu'il est tué par une équipe en PvP."
None,TRUE,IncreasePvPRespawnIntervalMultiplier,"Valeur par défaut : 2.0Type de valeur : floatSi bIncreasePvPRespawnInterval est True, met à l'échelle le temps de réapparition supplémentaire PvP (IncreasePvPRespawnIntervalBaseAmount) lorsqu'un joueur est tué par une équipe dans un certain laps de temps (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,ItemStatClamps[<attribute>],Valeur par défaut : N/AValue Type : valueGlobally bloque les statistiques de l'élément. Voir la section relative aux éléments pour plus de détails. Nécessite l’option ?ClampItemStats=true dans la ligne de commande.
TRUE,TRUE,KillXPMultiplier,Valeur par défaut : 1.0Type de valeur : floatÉchelle la quantité d'XP gagnée pour un kill.
TRUE,TRUE,LayEggIntervalMultiplier,Valeur par défaut : 1.0Type de valeur : floatRègle le temps entre la ponte et la ponte des œufs. Un nombre plus élevé l'augmente (en pourcentage).
None,TRUE,LevelExperienceRampOverrides,Valeur par défaut : N/AType de valeur : (...) Configure le nombre total de niveaux disponibles pour les joueurs et les créatures apprivoisées ainsi que les points d'expérience requis pour atteindre chaque niveau. Voir la section relative au remplacement des niveaux des joueurs et des apprivoisés pour plus de détails.
None,TRUE,LimitNonPlayerDroppedItemsCount,Valeur par défaut : 0Type de valeur : entierLimite le nombre d'éléments supprimés dans la zone définie par LimitNonPlayerDroppedItemsRange. Les serveurs officiels le fixent à 600.
None,TRUE,LimitNonPlayerDroppedItemsRange,Valeur par défaut : 0Type de valeur : entierDéfinit la plage de zones (en unités Unreal) dans laquelle l'option LimitNonPlayerDroppedItemsCount s'applique. Les serveurs officiels le fixent à 1600.
None,TRUE,MatingIntervalMultiplier,"Valeur par défaut : 1.0Type de valeur : floatScale l'intervalle entre les apprivoisements qui peuvent s'accoupler. Une valeur inférieure la diminue (sur une échelle de pourcentage). Exemple : une valeur de 0,5 permettrait aux apprivoisés de s'accoupler 50 % plus tôt."
None,TRUE,MatingSpeedMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste la vitesse à laquelle les apprivoisements s'accouplent les uns avec les autres. Une valeur plus élevée l'augmente (en pourcentage). Exemple : MatingSpeedMultiplier=2.0 amènerait les apprivoisés à terminer l'accouplement en deux fois moins de temps normal.
None,TRUE,MaxAlliancesPerTribe,"Valeur par défaut : N/AType de valeur : entierSi défini, définit le nombre maximal d'alliances qu'une tribu peut former ou dont elle peut faire partie."
None,TRUE,MaxFallSpeedMultiplier,"Valeur par défaut : 1.0Type de valeur : floatDéfinit le multiplicateur de vitesse de chute auquel les joueurs commencent à subir des dégâts de chute. La vitesse de chute est basée sur le temps que les joueurs ont passé dans les airs tout en ayant une vitesse sur l'axe Z annulée, ce qui signifie que plus ce paramètre est élevé, plus les joueurs peuvent tomber longtemps sans subir de dégâts de chute. Par exemple, le régler à 0,1 signifie que les joueurs ne survivront plus à un saut normal, tandis qu'un réglage très élevé, par exemple à 100,0, signifie que les joueurs survivront à une chute du ciel, etc. Ce paramètre n'affecte pas l'échelle de gravité de les joueurs afin qu'il n'y ait aucune différence physique dans les mouvements des personnages."
None,TRUE,MaxNumberOfPlayersInTribe,Valeur par défaut : 0Type de valeur : entierDéfinit le nombre maximum de survivants autorisés dans une tribu. Une valeur de 1 désactive effectivement les tribus. La valeur par défaut de 0 signifie qu'il n'y a aucune limite quant au nombre de survivants pouvant se trouver dans une tribu.
None,TRUE,MaxTribeLogs,Valeur par défaut : 400Type de valeur : entierDéfinit le nombre d'entrées de journal de tribu affichées pour chaque tribu.
None,TRUE,MaxTribesPerAlliance,"Valeur par défaut : N/AType de valeur : entierSi défini, définit le nombre maximum de tribus dans une alliance."
None,TRUE,NPCReplacements,Valeur par défaut : N/AValue type : (...) Remplace globalement des créatures spécifiques par une autre en utilisant des noms de classe. Voir la section relative à Creature Spawn pour plus de détails.
None,TRUE,OverrideMaxExperiencePointsDino,Valeur par défaut : N/AValue type : entierSupprime le plafond d'XP maximum des personnages apprivoisés par le montant exact spécifié.
None,TRUE,OverrideMaxExperiencePointsPlayer,Valeur par défaut : N/AValue Type : entierSupprime le plafond d'XP maximum des personnages des joueurs par le montant exact spécifié.
None,TRUE,OverrideEngramEntries,"Valeur par défaut : N/AValue type : (...) Configure l'état et les exigences d'apprentissage d'un engramme, spécifiés par son index. Voir la section relative aux entrées d'engramme pour plus de détails."
TRUE,TRUE,OverrideNamedEngramEntries,"Valeur par défaut : N/AValue type : (...) Configure l'état et les exigences d'apprentissage d'un engramme, spécifiés par son nom. Voir la section relative aux entrées d'engramme pour plus de détails."
None,TRUE,OverridePlayerLevelEngramPoints,"Valeur par défaut : N/AType de valeur : entierConfigure le nombre de points d'engramme accordés aux joueurs pour chaque niveau gagné. Cette option doit être répétée pour chaque niveau de joueur défini sur le serveur, par exemple : s'il y a 65 niveaux de joueur disponibles, cette option doit apparaître 65 fois, la première définissant les points d'engramme pour atteindre le niveau 1, la suivante définissant les points d'engramme pour le niveau. 2 et ainsi de suite, jusqu'au 65ème qui configure les points d'engramme pour le niveau 65.OverridePlayerLevelEngramPoints=5OverridePlayerLevelEngramPoints=20...OverridePlayerLevelEngramPoints=300"
None,TRUE,PassiveTameIntervalMultiplier,Valeur par défaut : 1.0Type de valeur : floatÉvalue la fréquence à laquelle un survivant reçoit des demandes d'apprivoisement pour des créatures apprivoisées passives.
TRUE,TRUE,PerLevelStatsMultiplier_Player[<integer>],Valeur par défaut : N/AValue Type : floatScales Statistiques du joueur. Voir la section relative aux statistiques de niveau pour plus de détails.
None,TRUE,PerLevelStatsMultiplier_DinoTamed<_type>[<integer>],Valeur par défaut : N/AValue type : floatScales statistiques de créature apprivoisée. Voir la section relative aux statistiques de niveau pour plus de détails.
None,TRUE,PerLevelStatsMultiplier_DinoWild[<integer>],Valeur par défaut : N/AValue type : floatScales statistiques des créatures sauvages. Voir la section relative aux statistiques de niveau pour plus de détails.
None,TRUE,PlayerBaseStatMultipliers[<attribute>],Valeur par défaut : N/AType de valeur : multiplicateurModifie les statistiques de base d'un joueur en les multipliant par la valeur par défaut. Cela signifie les statistiques de départ d'un nouveau personnage apparu. Voir la section relative aux statistiques pour plus de détails.
None,TRUE,PlayerHarvestingDamageMultiplier,"Valeur par défaut : 1.0Type de valeur : floatAjuste les dégâts infligés à un objet/entité récoltable par un joueur. Une valeur plus élevée l'augmente (en pourcentage) : plus le nombre est élevé, plus les survivants sont collectés rapidement."
TRUE,TRUE,PoopIntervalMultiplier,Valeur par défaut : 1.0Type de valeur : floatÉvalue la fréquence à laquelle les survivants peuvent faire caca. Une valeur plus élevée le diminue (en pourcentage)
None,TRUE,PreventBreedingForClassNames,"Valeur par défaut : N/AValue type : ""<string>""Empêche la reproduction de créatures spécifiques via le nom de classe. Par exemple, PreventBreedingForClassNames=""Argent_Character_BP_C"". Les noms de classe de créatures peuvent être trouvés sur la page ID de créature."
None,TRUE,PreventDinoTameClassNames,"Valeur par défaut : N/AValue Type : ""<string>""Empêche l'apprivoisement de dinosaures spécifiques via le nom de classe. Par exemple, PreventDinoTameClassNames=""Argent_Character_BP_C"". Les noms de classe Dino peuvent être trouvés sur la page ID de créature."
None,TRUE,PreventOfflinePvPConnectionInvincibleInterval,Valeur par défaut : 5.0Type de valeur : floatSpécifie la durée en secondes pendant laquelle un joueur ne peut pas subir de dégâts après s'être connecté.
None,TRUE,PreventTransferForClassNames,"Valeur par défaut : N/AValue Type : ""<string>""Empêche le transfert de créatures spécifiques via le nom de classe. Par exemple, PreventTransferForClassNames=""Argent_Character_BP_C""Les noms de classes de créatures peuvent être trouvés sur la page ID de créature."
None,TRUE,PvPZoneStructureDamageMultiplier,"Valeur par défaut : 6.0Type de valeur : floatSpécifie le facteur d'échelle pour les dommages subis par les structures dans les grottes. Plus la valeur est faible, moins la structure subit de dégâts (c'est-à-dire qu'un réglage sur 1,0 fera que les structures construites dans ou à proximité d'une grotte recevront le même montant de dégâts que celles construites à la surface)."
TRUE,TRUE,ResourceNoReplenishRadiusPlayers,"Valeur par défaut : 1.0Type de valeur : floatContrôle la manière dont les ressources se rapprochent ou s'éloignent des joueurs. Les valeurs supérieures à 1,0 augmentent la distance autour des joueurs là où les ressources ne peuvent pas repousser. Les valeurs comprises entre 0 et 1,0 le réduiront."
TRUE,TRUE,ResourceNoReplenishRadiusStructures,"Valeur par défaut : 1,0 Type de valeur : floatContrôle la manière dont les ressources se rapprochent ou s'éloignent des structures. Les valeurs supérieures à 1,0 augmentent la distance autour des structures où les ressources ne sont pas autorisées à repousser. Les valeurs comprises entre 0 et 1,0 le réduiront."
TRUE,TRUE,SpecialXPMultiplier,Valeur par défaut : 1.0Type de valeur : floatScale le montant d'XP gagné pour SpecialEvent.
None,TRUE,StructureDamageRepairCooldown,"Valeur par défaut : 180Type de valeur : entierOption pour le délai de récupération lors de la réparation de la structure à partir du dernier dommage. Réglé sur 180 secondes par défaut, 0 pour le désactiver."
None,TRUE,SupplyCrateLootQualityMultiplier,"Valeur par défaut : 1.0Type de valeur : floatAugmente la qualité des articles qui ont une qualité dans les caisses de ravitaillement. Les valeurs valides sont comprises entre 1,0 et 5,0. La qualité dépend également du décalage de difficulté."
None,TRUE,TamedDinoCharacterFoodDrainMultiplier,Valeur par défaut : 1.0Type de valeur : floatÉvalue la rapidité avec laquelle les créatures apprivoisées consomment de la nourriture.
None,TRUE,TamedDinoClassDamageMultipliers,Valeur par défaut : N/AType de valeur : (...) Annule globalement les dégâts des créatures apprivoisées. Voir la section relative aux statistiques des créatures pour plus de détails.
None,TRUE,TamedDinoClassResistanceMultipliers,Valeur par défaut : N/AType de valeur : (...) Annule globalement la résistance des créatures apprivoisées. Voir la section relative aux statistiques des créatures pour plus de détails.
None,TRUE,TamedDinoTorporDrainMultiplier,"Valeur par défaut : 1,0Type de valeur : floatÉvalue la rapidité avec laquelle les créatures apprivoisées perdent leur torpeur."
None,TRUE,TribeSlotReuseCooldown,"Valeur par défaut : 0,0 Type de valeur : float Verrouille un emplacement de tribu pour la valeur en secondes, par exemple : une valeur de 3 600 signifierait que si un survivant quitte la tribu, sa place ne peut pas être prise par un autre survivant (ou rejoindre) pendant 1 heure. . Utilisé sur les serveurs officiels des petites tribus."
None,TRUE,UseCorpseLifeSpanMultiplier,Valeur par défaut : 1.0Type de valeur : floatModifie la durée de vie du cadavre et de la boîte déposée.
None,TRUE,WildDinoCharacterFoodDrainMultiplier,Valeur par défaut : 1.0Type de valeur : floatÉvalue la vitesse à laquelle les créatures sauvages consomment de la nourriture.
None,TRUE,WildDinoTorporDrainMultiplier,"Valeur par défaut : 1,0Type de valeur : floatÉvalue la vitesse à laquelle les créatures sauvages perdent leur torpeur."
Turrets limit,,,
None,TRUE,bHardLimitTurretsInRange,"Valeur par défaut : FalseType de valeur : booléenSi vrai, active la limite stricte de la tourelle rétroactive (100 tourelles dans un rayon de 10 000 unités)."
None,TRUE,bLimitTurretsInRange,"Valeur par défaut : TrueValue type : booleanSi False, ne limite pas le nombre maximum de tourelles automatisées autorisées (y compris les espèces végétales X) dans une certaine plage."
None,TRUE,LimitTurretsNum,Valeur par défaut : 100Type de valeur : entierDétermine le nombre maximum de tourelles autorisées dans la zone.
None,TRUE,LimitTurretsRange,Valeur par défaut : 10000.0Type de valeur : floatDétermine la zone dans Unreal Unit dans laquelle les tourelles sont ajoutées vers la limite.
Genesis,,,
None,TRUE,AdjustableMutagenSpawnDelayMultiplier,"Valeur par défaut : 1.0Type de valeur : floatAjuste les taux d'apparition du mutagène. Par défaut, le jeu tente de les faire apparaître toutes les 8 heures sur les serveurs dédiés et toutes les heures sur les serveurs non dédiés et en mode solo. Augmenter cette valeur augmentera l'intervalle de réapparition, tandis que le diminuer le rendra plus court."
None,TRUE,BaseHexagonRewardMultiplier,Valeur par défaut : 1.0Type de valeur : floatAjuste les récompenses hexagonales des missions.
None,TRUE,bDisableHexagonStore,"Valeur par défaut : FalseType de valeur : booleanSi True, désactive le magasin Hexagon"
None,TRUE,bDisableDefaultMapItemSets,"Valeur par défaut : FalseType de valeur : booléenSi vrai, désactive Genesis 2 Tek Suit lors de Spawn."
None,TRUE,bDisableGenesisMissions,"Valeur par défaut : FalseType de valeur : booléenSi vrai, désactive les missions sur Genesis."
None,TRUE,bDisableWorldBuffs,"Valeur par défaut : FalseType de valeur : booléenSi vrai, désactive complètement les effets mondiaux des missions (Genesis : partie 2). Pour désactiver des buffs de monde spécifiques, consultez DisableWorldBuffs de #DynamicConfig."
