ASA,ASE,Variable,Description
None,TRUE,bDisableDinoBreeding,"Значение по умолчанию: False Тип значения: boolean Если значение True, это предотвращает размножение животных."
None,TRUE,bDisableDinoRiding,"Значение по умолчанию: False Тип значения: boolean Если значение True, это запрещает игрокам ездить на Дино."
None,TRUE,bDisableDinoTaming,"Значение по умолчанию: False Тип значения: boolean Если значение True, то игроки не смогут приручать диких существ."
TRUE,TRUE,bDisableFriendlyFire,"Значение по умолчанию: False Тип значения: boolean Если True, то предотвращает дружественный огонь (между товарищами по племени/тамами/сооружениями)."
None,TRUE,bDisableLootCrates,"Значение по умолчанию: False Тип значения: boolean Если True, то предотвращает появление ящиков с лутом (артефакты все равно будут появляться)."
TRUE,TRUE,bDisableStructurePlacementCollision,"Значение по умолчанию: False Тип значения: boolean Если True, то позволяет структурам внедряться в местность."
None,TRUE,bFlyerPlatformAllowUnalignedDinoBasing,"Значение по умолчанию: False Тип значения: boolean Если значение True, то платформы Кетц позволяют любому не союзному прирученному существу находиться на них, когда они летают."
None,TRUE,bIgnoreStructuresPreventionVolumes,"Значение по умолчанию: False Тип значения: boolean Если значение True, то позволяет строить в местах, где это обычно запрещено, например, вокруг обелисков на некоторых картах, в Портале Аберрации и в зонах миссий на Генезисе: Часть 1. Примечание: в Genesis: Part 1 эта настройка включена по умолчанию, а для ее отключения существует специальная настройка bGenesisUseStructuresPreventionVolumes."
None,TRUE,bIncreasePvPRespawnInterval,"Значение по умолчанию: True Тип значения: boolean Если False, то отключает дополнительное время повторного спавна в PvP (IncreasePvPRespawnIntervalBaseAmount), которое увеличивается (IncreasePvPRespawnIntervalMultiplier), когда игрок убит командой в течение определенного времени (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,bOnlyAllowSpecifiedEngrams,"Значение по умолчанию: False Тип значения: boolean Если значение True, то все энграммы, не указанные явно в списке OverrideEngramEntries или OverrideNamedEngramEntries, будут скрыты. Все предметы и чертежи, основанные на скрытых энграммах, будут удалены."
None,TRUE,bPassiveDefensesDamageRiderlessDinos,"Значение по умолчанию: False Тип значения: boolean Если значение True, это позволяет шипам наносить урон диким существам."
None,TRUE,bPvEAllowTribeWar,"Значение по умолчанию: True Тип значения: boolean Если False, то отключает возможность для племен официально объявлять войну друг другу на взаимно согласованный период времени."
None,TRUE,bPvEAllowTribeWarCancel,"Значение по умолчанию: False Тип значения: boolean Если True, позволяет отменить войну племен до того, как она фактически началась."
TRUE,TRUE,bPvEDisableFriendlyFire,"Значение по умолчанию: False Тип значения: boolean Если True, то на PvE-серверах отключается дружественный огонь (между членами племени/структурами)."
None,TRUE,bShowCreativeMode,"Значение по умолчанию: False Тип значения: boolean Если значение True, включается творческий режим."
None,TRUE,bUseCorpseLocator,"Значение по умолчанию: True Тип значения: boolean Если False, то выжившие не смогут увидеть зеленый луч света на месте их смерти."
TRUE,TRUE,bUseDinoLevelUpAnimations,"Значение по умолчанию: True Тип значения: boolean Если False, то прирученные существа при повышении уровня не будут выполнять соответствующую анимацию."
TRUE,TRUE,bUseSingleplayerSettings,"Значение по умолчанию: False Тип значения: boolean Если значение True, то все настройки игры будут более сбалансированы для (Single) индивидуального восприятия игрока. Полезно для выделенного сервера с очень небольшим количеством игроков. Подробнее см. в разделе Настройки одиночной игры(Single)."
None,TRUE,bUseTameLimitForStructuresOnly,"Значение по умолчанию: False Тип значения: boolean Если значение True, то лимит на прирученных динозавров с седлами-платформами будет распределятся только если на них есть структуры. Эта настройка касается и платов"
None,TRUE,ConfigAddNPCSpawnEntriesContainer,"Значение по умолчанию: N/A Value type: (...) Добавляет определенных существ в зоны спавна. Подробнее см. в разделе Спавн существ."
None,TRUE,ConfigOverrideItemCraftingCosts,"Значение по умолчанию: N/A Тип значения: (...) Переопределяет требования к ресурсам для создания элементов. Подробнее см. в разделе, посвященном предметам."
None,TRUE,ConfigOverrideItemMaxQuantity,"Значение по умолчанию: N/A Тип значения: (...) Переопределяет размер стака items на основе каждого предмета. Подробнее см. в разделе, посвященном предметам."
None,TRUE,ConfigOverrideNPCSpawnEntriesContainer,"Значение по умолчанию: N/A Тип значения: (...) Заменяет определенных существ в зонах спавна. Подробнее см. в разделе Спаун существ."
None,TRUE,ConfigOverrideSupplyCrateItems,"Значение по умолчанию: N/A Тип значения: (...) Переопределяет предметы, содержащиеся в ящиках с припасами. Подробнее см. в разделе (Предметы)."
None,TRUE,ConfigSubtractNPCSpawnEntriesContainer,"Значение по умолчанию: N/A Тип значения: (...) Удаляет определенных существ в зонах спавна. Подробнее см. в разделе (Спаун существ)."
TRUE,TRUE,CraftingSkillBonusMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет бонус, получаемый при повышении навыка ремесла."
TRUE,TRUE,CraftXPMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет количество XP, получаемых за изготовление ремесел."
TRUE,TRUE,CropDecaySpeedMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует скорость гниения урожая на участках. Большее значение уменьшает (в процентах) скорость гниения урожая на участках."
TRUE,TRUE,CropGrowthSpeedMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует скорость роста культур на участках. Большее значение увеличивает (в процентах) скорость роста культур."
TRUE,TRUE,CustomRecipeEffectivenessMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Устанавливает эффективность пользовательских рецептов. Более высокое значение увеличивает (в процентах) их эффективность."
TRUE,TRUE,CustomRecipeSkillMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет эффект от уровня скорости ремесла игроков, который используется в качестве базы для формулы при создании пользовательского рецепта. Большее число увеличивает эффект (в процентах)."
TRUE,TRUE,DestroyTamesOverLevelClamp,"Значение по умолчанию: 0 Тип значения: целое число Прирученные, превышающие этот уровень, будут удалены при старте сервера. На официальных серверах этот показатель равен 450."
None,TRUE,DinoClassDamageMultipliers,"Значение по умолчанию: N/A Тип значения: (...) Глобально переопределяет урон диких существ. Подробнее см. в разделе (Статы существ)."
None,TRUE,DinoClassResistanceMultipliers,"Значение по умолчанию: N/A Тип значения: (...) Глобально переопределяет сопротивление диких существ. Подробнее см. в разделе (Статы существ)."
None,TRUE,DinoHarvestingDamageMultiplier,"Значение по умолчанию: 3.2 Тип значения: float Масштабируемый урон при сборе, наносимый прирученным предметом/существом. Большее число увеличивает (на процент) скорость сбора урожая."
None,TRUE,DinoSpawnWeightMultipliers,"Значение по умолчанию: N/A Тип значения: (...) Глобально переопределяет вероятность спавна существ. Подробнее см. в разделе Спавн существ."
None,TRUE,DinoTurretDamageMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет урон, наносимый турелями существу. Более высокое значение увеличивает его (в процентах)."
TRUE,TRUE,EggHatchSpeedMultiplier,"Значение по умолчанию: 1,0 Тип значения: float Устанавливает время, необходимое оплодотворенному яйцу для вылупления. Более высокое значение уменьшает (в процентах) это время."
None,TRUE,EngramEntryAutoUnlocks,"Значение по умолчанию: N/A Тип значения: (...) Автоматически разблокирует указанную энграмму при достижении указанного уровня. Подробнее см. в разделе Engram Entries."
None,TRUE,ExcludeItemIndices,"Значение по умолчанию: N/A Тип значения: целое число Исключает предмет из ящиков поставки, указывая его Item ID. Вы можете иметь несколько строк этого параметра."
None,TRUE,FastDecayInterval,"Значение по умолчанию: 43200 Тип значения: целое число Указывает период распада для структур Fast Decay (таких как столбы или одинокие фундаменты). Значение указывается в секундах. Для эффекта FastDecayUnsnappedCoreStructures в GameUserSettings.ini также должно быть установлено значение True."
None,TRUE,FishingLootQualityMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Устанавливает качество предметов, которые имеют качество при ловле рыбы. Допустимые значения - от 1,0 до 5,0."
None,TRUE,FuelConsumptionIntervalMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет интервал расхода топлива."
TRUE,TRUE,GenericXPMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует количество заработанных XP для общих XP (автоматически с течением времени)."
None,TRUE,GlobalCorpseDecompositionTimeMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует время разложения трупов (игроков и существ) глобально. Более высокие значения увеличивают время."
TRUE,TRUE,GlobalItemDecompositionTimeMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует время разложения выпавших предметов, мешков с лутом и т.д. глобально. Более высокие значения увеличивают время."
None,TRUE,GlobalPoweredBatteryDurabilityDecreasePerSecond,"Значение по умолчанию: 3.0 Тип значения: float Задает скорость зарядки аккумуляторов в электрообъектах."
TRUE,TRUE,GlobalSpoilingTimeMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует время порчи скоропортящихся продуктов в глобальном масштабе. Более высокие значения увеличивают время."
None,TRUE,HairGrowthSpeedMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет скорость роста волос. Большие значения увеличивают скорость роста."
TRUE,TRUE,HarvestResourceItemAmountClassMultipliers,"Значение по умолчанию: N/A Тип значения: (...) Масштабирует на основе каждого типа ресурсов количество собранных ресурсов. Подробнее см. в разделе (Связанные с предметами)."
TRUE,TRUE,HarvestXPMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет количество XP, получаемых за сбор урожая."
None,TRUE,IncreasePvPRespawnIntervalBaseAmount,"Значение по умолчанию: 60.0 Тип значения: float Если bIncreasePvPRespawnInterval равно True, задает дополнительное время повторного PvP-спавна в секундах, которое увеличивается (IncreasePvPRespawnIntervalMultiplier), когда игрок убит командой в течение определенного времени (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,IncreasePvPRespawnIntervalCheckPeriod,"Значение по умолчанию: 300.0 Тип значения: float Если bIncreasePvPRespawnInterval равно True, задает количество времени в секундах, в течение которого время повторного появления игрока увеличивается (IncreasePvPRespawnIntervalBaseAmount) и масштабируется (IncreasePvPRespawnIntervalMultiplier), когда он убит командой в PvP."
None,TRUE,IncreasePvPRespawnIntervalMultiplier,"Значение по умолчанию: 2.0 Тип значения: float Если bIncreasePvPRespawnInterval имеет значение True, увеличивает дополнительное время повторного появления в PvP (IncreasePvPRespawnIntervalBaseAmount), когда игрок убит командой в течение определенного времени (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,ItemStatClamps[<attribute>],"Значение по умолчанию: N/A Тип значения: значение Глобально фиксирует статистику элемента. Подробнее см. в разделе, посвященном предметам. Требуется опция ?ClampItemStats=true в командной строке."
TRUE,TRUE,KillXPMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует количество XP, получаемое за убийство."
TRUE,TRUE,LayEggIntervalMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Устанавливает время между нерестом / кладкой яиц. Большее число увеличивает его (на процент)."
None,TRUE,LevelExperienceRampOverrides,"Значение по умолчанию: N/A Тип значения: (...) Настраивает общее количество уровней, доступных игрокам и прирученным существам, и количество очков опыта, необходимое для достижения каждого уровня. Дополнительные сведения см. в разделе (Переопределение уровней игроков и прирученных существ)."
None,TRUE,LimitNonPlayerDroppedItemsCount,"Значение по умолчанию: 0 Тип значения: целое число Ограничивает количество выпавших предметов в области, заданной параметром LimitNonPlayerDroppedItemsRange. На официальных серверах это значение равно 600."
None,TRUE,LimitNonPlayerDroppedItemsRange,"Значение по умолчанию: 0 Тип значения: целое число Устанавливает диапазон области (в Unreal Units), в которой применяется опция LimitNonPlayerDroppedItemsCount. На официальных серверах это значение равно 1600."
None,TRUE,MatingIntervalMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Уменьшает интервал между спариваниями прирученных животных. Меньшее значение уменьшает его (по процентной шкале). Пример: значение 0,5 позволит спариваться на 50% раньше."
None,TRUE,MatingSpeedMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет скорость, с которой прирученные особи спариваются друг с другом. Большее значение увеличивает ее (в процентах). Пример: MatingSpeedMultiplier=2.0 приведет к тому, что Прирученные будет происходить в два раза быстрее, чем обычно."
None,TRUE,MaxAlliancesPerTribe,"Значение по умолчанию: N/A Тип значения: integer Если установлено, определяет максимальное количество альянсов, которые может создать или в которые может входить племя."
None,TRUE,MaxFallSpeedMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет множитель скорости падения, при котором игроки начинают получать урон от падения. Скорость падения основывается на времени, проведенном игроками в воздухе при отрицательной скорости по оси Z, то есть чем выше этот параметр, тем дольше игроки могут падать, не получая урона от падения. Например, значение 0,1 означает, что игроки больше не смогут пережить обычный прыжок, а значение 100,0 означает, что игроки смогут пережить падение с небесного предела и т. д. Эта настройка не влияет на шкалу гравитации игроков, так что физика движений персонажей не изменится."
None,TRUE,MaxNumberOfPlayersInTribe,"Значение по умолчанию: 0 Тип значения: целое число Устанавливает максимальное количество выживших, разрешенных в племени. Значение 1 фактически отключает племена. Значение по умолчанию 0 означает, что нет никаких ограничений на количество выживших в племени."
None,TRUE,MaxTribeLogs,"Значение по умолчанию: 400 Тип значения: целое число Устанавливает, сколько записей журнала Tribe Log отображается для каждого племени."
None,TRUE,MaxTribesPerAlliance,"Значение по умолчанию: N/A Тип значения: целое число Если установлено, определяет максимальное количество племен в альянсе."
None,TRUE,NPCReplacements,"Значение по умолчанию: N/A Тип значения: (...) Глобально заменяет определенных существ на других, используя имена классов. Подробнее см. в разделе (Порождение существ)."
None,TRUE,OverrideMaxExperiencePointsDino,"Значение по умолчанию: N/A Тип значения: целое число Переопределяет максимальное значение XP для прирученных персонажей на точно указанное количество."
None,TRUE,OverrideMaxExperiencePointsPlayer,"Значение по умолчанию: N/A Тип значения: целое число Переопределяет максимальное значение XP для персонажей игроков на точно указанное количество."
None,TRUE,OverrideEngramEntries,"Значение по умолчанию: N/A Тип значения: (...) Настраивает статус и требования для изучения энграммы, указанной ее индексом. Подробнее см. в разделе Engram Entries."
TRUE,TRUE,OverrideNamedEngramEntries,"Значение по умолчанию: N/A Тип значения: (...) Определяет статус и требования для изучения энграммы, указанной ее именем. Подробнее см. в разделе Engram Entries."
None,TRUE,OverridePlayerLevelEngramPoints,"Значение по умолчанию: N/A Тип значения: integer Настраивает количество очков энграмм, выдаваемых игрокам за каждый полученный уровень. Эта опция должна повторяться для каждого уровня игрока, установленного на сервере, например: если доступно 65 уровней игрока, эта опция должна появиться 65 раз, причем первая устанавливает очки энграммы за достижение 1-го уровня, следующая - за 2-й и так далее, вплоть до 65-й, которая устанавливает очки энграммы за 65-й уровень.OverridePlayerLevelEngramPoints=5OverridePlayerLevelEngramPoints=20...OverridePlayerLevelEngramPoints=300"
None,TRUE,PassiveTameIntervalMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Указывает, как часто выживший получает запросы на кормление при пассивном прирученнии существ."
TRUE,TRUE,PerLevelStatsMultiplier_Player[<integer>],"Значение по умолчанию: N/A Тип значения: float Определяет статистику игрока. Подробнее см. в разделе, посвященном статистике уровня."
None,TRUE,PerLevelStatsMultiplier_DinoTamed<_type>[<integer>],"Значение по умолчанию: N/A Тип значения: float Определяет статистику прирученного существа. Подробнее см. в разделе, посвященном статистике уровня."
None,TRUE,PerLevelStatsMultiplier_DinoWild[<integer>],"Значение по умолчанию: N/A Тип значения: float Определяет статы диких существ. Подробнее см. в разделе, посвященном статистике уровня."
None,TRUE,PlayerBaseStatMultipliers[<attribute>],"Значение по умолчанию: N/A Тип значения: multiplier Изменяет базовые статы игрока путем умножения на значение по умолчанию. Означает начальные статы нового порожденного персонажа. Подробнее см. в разделе (Статы)."
None,TRUE,PlayerHarvestingDamageMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет урон при сборе ресурсов. Более высокое значение увеличивает его (в процентах): чем выше число, тем быстрее собираются ресурсы."
TRUE,TRUE,PoopIntervalMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет, как часто выжившие могут какать. Более высокое значение уменьшает его (в процентах)"
None,TRUE,PreventBreedingForClassNames,"Значение по умолчанию: N/A Тип значения: <string> Предотвращает размножение определенных существ по имени класса. Например, PreventBreedingForClassNames=Argent_Character_BP_C. Имена классов существ можно найти на странице Идентификаторы существ."
None,TRUE,PreventDinoTameClassNames,"Значение по умолчанию: N/A Тип значения: <строка> Предотвращает приручение определенных динозавров по имени класса. Например, PreventDinoTameClassNames=Argent_Character_BP_C. Имена классов динозавров можно найти на странице Идентификаторы существ."
None,TRUE,PreventOfflinePvPConnectionInvincibleInterval,"Значение по умолчанию: 5.0 Тип значения: float Определяет время в секундах, в течение которого игрок не может получать повреждения после входа в систему."
None,TRUE,PreventTransferForClassNames,"Значение по умолчанию: N/A Тип значения: <строка> Запрещает передачу определенных существ по именам классов. Например, PreventTransferForClassNames=Argent_Character_BP_CНазвания классов существ можно найти на странице Creature IDs."
None,TRUE,PvPZoneStructureDamageMultiplier,"Значение по умолчанию: 6.0 Тип значения: float Задает коэффициент масштабирования урона, получаемого строениями в пещерах. Чем меньше значение, тем меньше урона получает строение (например, если установить значение 1.0, то строение, построенное в пещере или рядом с ней, будет получать столько же урона, сколько и построенное на поверхности)."
TRUE,TRUE,ResourceNoReplenishRadiusPlayers,"Значение по умолчанию: 1.0 Тип значения: float Управляет тем, как ресурсы восстанавливаются ближе или дальше от игроков. Значения больше 1.0 увеличивают расстояние вокруг игроков, на котором ресурсы не могут отрастать. Значения от 0 до 1,0 уменьшают его."
TRUE,TRUE,ResourceNoReplenishRadiusStructures,"Значение по умолчанию: 1.0 Тип значения: float Управляет тем, как ресурсы отрастают ближе или дальше от строений Значения больше 1.0 увеличивают расстояние вокруг строений, на котором ресурсам не разрешается отрастать. Значения от 0 до 1,0 уменьшают его."
TRUE,TRUE,SpecialXPMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует количество XP, полученных за специальное событие."
None,TRUE,StructureDamageRepairCooldown,"Значение по умолчанию: 180 Тип значения: целое число Параметр для периода задержки на восстановление структуры с момента последнего повреждения. По умолчанию установлено значение 180 секунд, 0 - отключить."
None,TRUE,SupplyCrateLootQualityMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Увеличивает качество предметов, которые имеют качество в ящиках снабжения. Допустимые значения - от 1,0 до 5,0. Качество также зависит от смещения сложности."
None,TRUE,TamedDinoCharacterFoodDrainMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет, насколько быстро прирученные существа потребляют пищу."
None,TRUE,TamedDinoClassDamageMultipliers,"Значение по умолчанию: N/A Тип значения: (...) Глобально переопределяет урон прирученных существ. Подробнее см. в разделе Статы существ."
None,TRUE,TamedDinoClassResistanceMultipliers,"Значение по умолчанию: N/A Тип значения: (...) Глобально переопределяет сопротивление прирученных существ. Подробнее см. в разделе Статы существ."
None,TRUE,TamedDinoTorporDrainMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет, как быстро прирученные существа теряют торпор."
None,TRUE,TribeSlotReuseCooldown,"Значение по умолчанию: 0.0 Тип значения: float Указывает слот племени для значения в секундах, например: значение 3600 будет означать, что если выживший покидает племя, его место не может занять другой выживший (или вновь присоединиться) в течение 1 часа. Используется на официальных серверах малых племен."
None,TRUE,UseCorpseLifeSpanMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Изменяет продолжительность жизни трупов и ящиков."
None,TRUE,WildDinoCharacterFoodDrainMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Определяет скорость потребления пищи дикими существами."
None,TRUE,WildDinoTorporDrainMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Вычисляет, как быстро дикие существа теряют торпор."
Предельное количество турелей,,,
None,TRUE,bHardLimitTurretsInRange,"Значение по умолчанию: False Тип значения: boolean Если True, то включается жесткое ограничение турелей задним числом (100 турелей в радиусе 10 тыс. единиц)."
None,TRUE,bLimitTurretsInRange,"Значение по умолчанию: True Тип значения: boolean Если False, то не ограничивает максимально допустимое количество автоматических турелей (включая Plant Species X) в определенном диапазоне."
None,TRUE,LimitTurretsNum,"Значение по умолчанию: 100 Тип значения: целое число Определяет максимальное количество турелей, разрешенных в области."
None,TRUE,LimitTurretsRange,"Значение по умолчанию: 10000.0 Тип значения: float Определяет область в Unreal Unit, в которой турели добавляются к лимиту."
Genesis,,,
None,TRUE,AdjustableMutagenSpawnDelayMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует частоту спавна мутагенов. По умолчанию игра пытается спаунить их каждые 8 часов на выделенных серверах и каждый час на не выделенных серверах и в одиночной игре. Увеличение этого значения увеличивает интервал повторного спавна, уменьшение - сокращает."
None,TRUE,BaseHexagonRewardMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштаб вознаграждения шестиугольников за выполнение миссий."
None,TRUE,bDisableHexagonStore,"Значение по умолчанию: False Тип значения: boolean Если True, то отключается магазин Hexagon."
None,TRUE,bDisableDefaultMapItemSets,"Значение по умолчанию: False Тип значения: boolean Если True, то отключает Genesis 2 Tek Набор на спавне."
None,TRUE,bDisableGenesisMissions,"Значение по умолчанию: False Тип значения: boolean Если True, то отключает миссии на Genesis."
None,TRUE,bDisableWorldBuffs,"Значение по умолчанию: False Тип значения: boolean Если True, то полностью отключает мировые эффекты из Миссий (Genesis: Part 2). Чтобы отключить определенные мировые баффы, смотрите DisableWorldBuffs в #DynamicConfig."
None,TRUE,bEnableWorldBuffScaling,"Значение по умолчанию: False Тип значения: boolean Если значение True, то эффекты мира из Миссий (Genesis: Part 2) будут масштабироваться от настроек сервера, а не добавлять/вычитать фиксированную сумму к значению во время выполнения."
None,TRUE,bGenesisUseStructuresPreventionVolumes,"Значение по умолчанию: False Тип значения: boolean Если True, то отключает строительство в зонах миссий на Genesis: Часть 1."
None,TRUE,bHexStoreAllowOnlyEngramTradeOption,"Значение по умолчанию: False Тип значения: boolean Если значение True, то в Hex Store можно продавать только энграммы, все остальное запрещено."
None,TRUE,HexagonCostMultiplier,"Значение по умолчанию: 1.0 Тип значения: float Масштабирует стоимость гексагона для элементов в магазине Hexagon."
None,TRUE,MutagenLevelBoost[<Stat_ID>],"Значение по умолчанию: N/A Тип значения: целое число Указывает количество уровней, которые Мутаген добавляет прирученным животным с диким происхождением. Подробнее см. в разделе (Статистика)."
None,TRUE,MutagenLevelBoost_Bred[<Stat_ID>],"Значение по умолчанию: N/A Тип значения: integer Аналогично MutagenLevelBoost, но для выведенных тамов. Подробнее см. в разделе (Статистика)."
None,TRUE,WorldBuffScalingEfficacy,"Значение по умолчанию: 1.0 Тип значения: float Делает эффекты мира от масштабирования Missions (Genesis: Part 2) более или менее эффективными при установке bEnableWorldBuffScaling=True. 1 - по умолчанию, 0,5 - на 50% менее эффективно, 100 - в 100 раз более эффективно."
