ASA,ASE,Variable,Description
TRUE,TRUE,bDisableStructurePlacementCollision,"Valore predefinito: FalseValue tipo: booleanIf True, consente alle strutture di agganciarsi al terreno."
None,TRUE,bFlyerPlatformAllowUnalignedDinoBasing,"Valore predefinito: FalseValue tipo: booleanSe True, le piattaforme Quetz consentiranno a qualsiasi addomesticato non alleato di basarsi su di esse mentre volano."
None,TRUE,bIgnoreStructuresPreventionVolumes,"Valore predefinito: FalseValue tipo: booleanIf True, abilita la costruzione di aree dove normalmente non è consentito, come attorno agli obelischi di alcune mappe, nel Portale di Aberration e nelle aree dei volumi di missione su Genesis: Parte 1. Nota: in Genesis: Parte 1 questa impostazione è abilitato di default ed esiste un'impostazione ad hoc chiamata bGenesisUseStructuresPreventionVolumes per disabilitarlo."
None,TRUE,bIncreasePvPRespawnInterval,"Valore predefinito: TrueValue tipo: booleanIf False, disabilita il tempo di respawn aggiuntivo PvP (IncreasePvPRespawnIntervalBaseAmount) che scala (IncreasePvPRespawnIntervalMultiplier) quando un giocatore viene ucciso da una squadra entro un certo periodo di tempo (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,bOnlyAllowSpecifiedEngrams,"Valore predefinito: FalseValue tipo: booleanIf True, qualsiasi engramma non specificato esplicitamente dall'elenco OverrideEngramEntries o OverrideNamedEngramEntries verrà nascosto. Tutti gli oggetti e i progetti basati su engrammi nascosti verranno rimossi."
None,TRUE,bPassiveDefensesDamageRiderlessDinos,"Valore predefinito: FalseValue tipo: booleanSe True, consente ai muri chiodati di danneggiare le creature selvagge/senza cavaliere."
None,TRUE,bPvEAllowTribeWar,"Valore predefinito: TrueValue tipo: booleanIf False, disabilita la capacità delle tribù di dichiararsi ufficialmente guerra tra loro per un periodo di tempo concordato di comune accordo."
None,TRUE,bPvEAllowTribeWarCancel,"Valore predefinito: FalseValue tipo: booleanIf True, consente l'annullamento di una guerra concordata prima che abbia effettivamente inizio."
TRUE,TRUE,bPvEDisableFriendlyFire,"Valore predefinito: FalseValue tipo: booleanIf True, disabilitato il fuoco amico (tra compagni di tribù/addomesticamenti/strutture) nei server PvE."
None,TRUE,bShowCreativeMode,"Valore predefinito: FalseValue tipo: booleanIf True, abilita la modalità creativa."
None,TRUE,bUseCorpseLocator,"Valore predefinito: TrueValue tipo: booleanIf False, impedisce ai sopravvissuti di vedere un raggio di luce verde nella posizione del loro cadavere."
TRUE,TRUE,bUseDinoLevelUpAnimations,"Valore predefinito: TrueValue tipo: booleanSe False, le creature addomesticate quando salgono di livello non eseguiranno l'animazione correlata."
TRUE,TRUE,bUseSingleplayerSettings,"Valore predefinito: FalseValue tipo: booleanSe True, tutte le impostazioni di gioco saranno più bilanciate per l'esperienza di un singolo giocatore. Utile per server dedicati con un numero molto ridotto di giocatori. Consulta la sezione Impostazioni giocatore singolo per maggiori dettagli."
None,TRUE,bUseTameLimitForStructuresOnly,Valore predefinito: FalseValue tipo: booleanIf True farà in modo che le unità addomesticate vengano applicate e utilizzate solo per piattaforme con strutture e zattere disabilitando di fatto le unità addomesticate per gli addomesticati senza strutture di piattaforma.
None,TRUE,ConfigAddNPCSpawnEntriesContainer,Valore predefinito: N/AVolo valore: (...)Aggiunge creature specifiche nelle aree di spawn. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
None,TRUE,ConfigOverrideItemCraftingCosts,Valore predefinito: N/AVolo valore: (...) Sostituisce i requisiti delle risorse per la creazione di articoli. Consulta la sezione relativa all'articolo per maggiori dettagli.
None,TRUE,ConfigOverrideItemMaxQuantity,Valore predefinito: N/AVolo tipo: (...) Sostituisce la dimensione dello stack degli elementi in base all'elemento. Consulta la sezione relativa all'articolo per maggiori dettagli.
None,TRUE,ConfigOverrideNPCSpawnEntriesContainer,Valore predefinito: N/AVolo valore: (...) Sostituisce creature specifiche nelle aree di spawn. Consulta la sezione relativa alla generazione delle creature per maggiori dettagli.
None,TRUE,ConfigOverrideSupplyCrateItems,Valore predefinito: N/AVolo tipo: (...) Sostituisce gli oggetti contenuti nelle casse del bottino. Consulta la sezione relativa agli articoli per maggiori dettagli.
None,TRUE,ConfigSubtractNPCSpawnEntriesContainer,Valore predefinito: N/AVolo valore: (...)Rimuove creature specifiche nelle aree di spawn. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
TRUE,TRUE,CraftingSkillBonusMultiplier,Valore predefinito: 1.0Tipo di valore: floatAumenta il bonus ricevuto dal potenziamento dell'abilità di creazione.
TRUE,TRUE,CraftXPMultiplier,Valore predefinito: 1.0Tipo di valore: floatAumenta la quantità di XP guadagnati per la creazione.
TRUE,TRUE,CropDecaySpeedMultiplier,Valore predefinito: 1.0Tipo valore: floatScala la velocità di decadimento del raccolto negli appezzamenti. Un valore più alto diminuisce (in percentuale) la velocità di decadimento delle colture negli appezzamenti.
TRUE,TRUE,CropGrowthSpeedMultiplier,Valore predefinito: 1.0Tipo valore: floatScala la velocità di crescita del raccolto negli appezzamenti. Un valore più alto aumenta (in percentuale) la velocità di crescita del raccolto.
TRUE,TRUE,CustomRecipeEffectivenessMultiplier,Valore predefinito: 1.0Tipo di valore: floatScala l'efficacia delle ricette personalizzate. Un valore più alto aumenta (in percentuale) la loro efficacia.
TRUE,TRUE,CustomRecipeSkillMultiplier,Valore predefinito: 1.0Tipo di valore: floatRidimensiona l'effetto del livello di velocità di creazione dei giocatori utilizzato come base per la formula nella creazione di una ricetta personalizzata. Un numero più alto aumenta (in percentuale) l'effetto.
TRUE,TRUE,DestroyTamesOverLevelClamp,Valore predefinito: 0Tipo valore: integerTames che superano quel livello verranno eliminati all'avvio del server. I server ufficiali lo hanno impostato su 450.
None,TRUE,DinoClassDamageMultipliers,Valore predefinito: N/AVolo valore: (...) Sostituisce globalmente i danni delle creature selvagge. Consulta la sezione relativa alle Statistiche delle creature per maggiori dettagli.
None,TRUE,DinoClassResistanceMultipliers,Valore predefinito: N/AVolo valore: (...) Ignora globalmente la resistenza delle creature selvagge. Consulta la sezione relativa alle Statistiche delle creature per maggiori dettagli.
None,TRUE,DinoHarvestingDamageMultiplier,Valore predefinito: 3.2Tipo di valore: floatAumenta il danno arrecato a un oggetto/entità raccogliebile da un addomesticato. Un numero più alto aumenta (in percentuale) la velocità di raccolta.
None,TRUE,DinoSpawnWeightMultipliers,Valore predefinito: N/AVolo valore: (...) Sostituisce globalmente la probabilità che le creature generino. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
None,TRUE,DinoTurretDamageMultiplier,Valore predefinito: 1.0Tipo valore: floatAumenta il danno inflitto dalle torrette a una creatura. Un valore più alto lo aumenta (in percentuale).
TRUE,TRUE,EggHatchSpeedMultiplier,Valore predefinito: 1.0Tipo valore: floatScala il tempo necessario affinché un uovo fecondato si schiuda. Un valore più alto diminuisce (in percentuale) quel tempo.
None,TRUE,EngramEntryAutoUnlocks,"Valore predefinito: N/AVolo valore: (...)Sblocca automaticamente l'engramma specificato quando si raggiunge il livello specificato. Per ulteriori dettagli, consulta la sezione relativa alle Voci degli engrammi."
None,TRUE,ExcludeItemIndices,Valore predefinito: N/AValue tipo: intero Esclude un articolo dalle casse di rifornimento specificandone l'ID articolo. Puoi avere più righe di questa opzione.
None,TRUE,FastDecayInterval,Valore predefinito: 43200Tipo valore: interoSpecifica il periodo di decadimento per le strutture a decadimento rapido (come pilastri o fondazioni solitarie). Il valore è in secondi. Anche FastDecayUnsnappedCoreStructures in GameUserSettings.ini deve essere impostato su True per avere effetto.
None,TRUE,FishingLootQualityMultiplier,"Valore predefinito: 1.0Tipo valore: floatImposta la qualità degli oggetti che hanno una qualità durante la pesca. I valori validi sono compresi tra 1,0 e 5,0."
None,TRUE,FuelConsumptionIntervalMultiplier,Valore predefinito: 1.0Tipo valore: floatDefinisce l'intervallo di consumo di carburante.
TRUE,TRUE,GenericXPMultiplier,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per XP generici (automatico nel tempo).
None,TRUE,GlobalCorpseDecompositionTimeMultiplier,"Valore predefinito: 1.0Tipo valore: floatScala il tempo di decomposizione dei cadaveri, (giocatore e creatura), a livello globale. Valori più alti prolungano il tempo."
TRUE,TRUE,GlobalItemDecompositionTimeMultiplier,"Valore predefinito: 1.0Tipo valore: floatRidimensiona il tempo di decomposizione degli oggetti rilasciati, dei sacchi di bottino ecc. a livello globale. Valori più alti prolungano il tempo."
None,TRUE,GlobalPoweredBatteryDurabilityDecreasePerSecond,Valore predefinito: 3.0Tipo valore: floatSpecifica la velocità con cui vengono utilizzate le batterie di carica negli oggetti elettrici.
TRUE,TRUE,GlobalSpoilingTimeMultiplier,Valore predefinito: 1.0Tipo di valore: floatScala il tempo di deterioramento dei prodotti deperibili a livello globale. Valori più alti prolungano il tempo.
None,TRUE,HairGrowthSpeedMultiplier,Valore predefinito: 1.0Tipo valore: floatRidimensiona la crescita dei capelli. Valori più alti aumentano la velocità di crescita.
TRUE,TRUE,HarvestResourceItemAmountClassMultipliers,"Valore predefinito: N/AVolo tipo: (...) Ridimensiona in base al tipo di risorsa, la quantità di risorse raccolte. Consulta la sezione relativa agli articoli per maggiori dettagli."
TRUE,TRUE,HarvestXPMultiplier,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per la raccolta.
None,TRUE,IncreasePvPRespawnIntervalBaseAmount,"Valore predefinito: 60.0Tipo valore: floatSe bIncreasePvPRespawnInterval è True, imposta il tempo di respawn PvP aggiuntivo in secondi che scala (IncreasePvPRespawnIntervalMultiplier) quando un giocatore viene ucciso da una squadra entro un certo periodo di tempo (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,IncreasePvPRespawnIntervalCheckPeriod,"Valore predefinito: 300.0Tipo valore: floatIf bIncreasePvPRespawnInterval è True, imposta la quantità di tempo in secondi all'interno del quale il tempo di respawn di un giocatore aumenta (IncreasePvPRespawnIntervalBaseAmount) e scala (IncreasePvPRespawnIntervalMultiplier) quando viene ucciso da una squadra in PvP."
None,TRUE,IncreasePvPRespawnIntervalMultiplier,"Valore predefinito: 2.0Tipo valore: floatSe bIncreasePvPRespawnInterval è True, scala il tempo di respawn aggiuntivo PvP (IncreasePvPRespawnIntervalBaseAmount) quando un giocatore viene ucciso da una squadra entro un certo periodo di tempo (IncreasePvPRespawnIntervalCheckPeriod)."
None,TRUE,ItemStatClamps[<attribute>],Valore predefinito: N/AVolo valore: valore Blocca a livello globale le statistiche degli elementi. Consulta la sezione relativa agli articoli per maggiori dettagli. Richiede l'opzione ?ClampItemStats=true nella riga di comando.
TRUE,TRUE,KillXPMultiplier,Valore predefinito: 1.0Tipo di valore: floatScala la quantità di XP guadagnati per un'uccisione.
TRUE,TRUE,LayEggIntervalMultiplier,Valore predefinito: 1.0Tipo valore: floatRidimensiona il tempo che intercorre tra la deposizione/la deposizione delle uova. Un numero più alto lo aumenta (in percentuale).
None,TRUE,LevelExperienceRampOverrides,"Valore predefinito: N/A Tipo valore: (...) Configura il numero totale di livelli a disposizione dei giocatori e delle creature addomesticate e i punti esperienza richiesti per raggiungere ciascun livello. Per maggiori dettagli, consulta la sezione relativa alla sostituzione dei livelli dei giocatori e degli addomesticati."
None,TRUE,LimitNonPlayerDroppedItemsCount,Valore predefinito: 0Tipo valore: interoLimita il numero di elementi rilasciati nell'area definita da LimitNonPlayerDroppedItemsRange. I server ufficiali lo hanno impostato su 600.
None,TRUE,LimitNonPlayerDroppedItemsRange,Valore predefinito: 0Tipo valore: interoImposta l'intervallo dell'area (in unità irreali) in cui si applica l'opzione LimitNonPlayerDroppedItemsCount. I server ufficiali lo hanno impostato su 1600.
None,TRUE,MatingIntervalMultiplier,"Valore predefinito: 1.0Tipo valore: floatScale l'intervallo tra i domestici che possono accoppiarsi. Un valore inferiore lo diminuisce (su scala percentuale). Esempio: un valore di 0,5 consentirebbe agli animali domestici di accoppiarsi il 50% prima."
None,TRUE,MatingSpeedMultiplier,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui gli addomesticati si accoppiano tra loro. Un valore più alto lo aumenta (in percentuale). Esempio: MatingSpeedMultiplier=2.0 farebbe sì che gli addomesticati completino l'accoppiamento nella metà del tempo normale.
None,TRUE,MaxAlliancesPerTribe,"Valore predefinito: N/A Tipo valore: intero Se impostato, definisce il numero massimo di alleanze che una tribù può formare o di cui può far parte."
None,TRUE,MaxFallSpeedMultiplier,"Valore predefinito: 1.0Tipo valore: floatDefinisce il moltiplicatore della velocità di caduta al quale i giocatori iniziano a subire danni da caduta. La velocità di caduta si basa sul tempo trascorso dai giocatori in aria con una velocità dell'asse Z negata, il che significa che maggiore è questa impostazione, più a lungo i giocatori possono cadere senza subire danni da caduta. Ad esempio, impostarlo su 0,1 significa che i giocatori non sopravvivranno più a un salto normale mentre impostarlo su un valore molto alto, ad esempio su 100,0 significa che i giocatori sopravvivranno a una caduta dal limite del cielo, ecc. Questa impostazione non influisce sulla scala di gravità di i giocatori quindi non ci sarà alcuna differenza fisica nei movimenti dei personaggi."
None,TRUE,MaxNumberOfPlayersInTribe,Valore predefinito: 0Tipo valore: interoImposta il numero massimo di sopravvissuti consentiti in una tribù. Un valore pari a 1 disabilita effettivamente le tribù. IlValore predefinito di 0 significa che non c'è limite al numero di sopravvissuti che possono esserci in una tribù.
None,TRUE,MaxTribeLogs,Valore predefinito: 400Tipo valore: interoImposta quante voci del registro tribù vengono visualizzate per ciascuna tribù.
None,TRUE,MaxTribesPerAlliance,"Valore predefinito: N/AVolo tipo: interoSe impostato, definisce il numero massimo di tribù in un'alleanza."
None,TRUE,NPCReplacements,Valore predefinito: N/AVolo valore: (...)Sostituisce globalmente creature specifiche con un'altra utilizzando i nomi delle classi. Vedi la sezione relativa alla generazione delle creature per maggiori dettagli.
None,TRUE,OverrideMaxExperiencePointsDino,Valore predefinito: N/AValue type: integerSostituisce il limite massimo di XP dei personaggi addomesticati dell'importo esatto specificato.
None,TRUE,OverrideMaxExperiencePointsPlayer,Valore predefinito: N/AVolo tipo: interoSostituisce il limite massimo di XP dei personaggi dei giocatori in base all'importo esatto specificato.
None,TRUE,OverrideEngramEntries,"Valore predefinito: N/A Tipo valore: (...) Configura lo stato e i requisiti per l'apprendimento di un engramma, specificati dal suo indice. Consulta la sezione relativa alle Voci degli engrammi per maggiori dettagli."
TRUE,TRUE,OverrideNamedEngramEntries,"Valore predefinito: N/A Tipo valore: (...) Configura lo stato e i requisiti per l'apprendimento di un engramma, specificato dal suo nome. Per ulteriori dettagli, consulta la sezione relativa alle Voci degli engrammi."
None,TRUE,OverridePlayerLevelEngramPoints,"Valore predefinito: N/AVolo valore: interoConfigura il numero di punti engramma concessi ai giocatori per ogni livello guadagnato. Questa opzione deve essere ripetuta per ogni livello giocatore impostato sul server, ad esempio: se ci sono 65 livelli giocatore disponibili questa opzione dovrebbe apparire 65 volte, con la prima che imposta i punti engramma per raggiungere il livello 1, la successiva che imposta i punti engramma per livello 2 e così via, fino al 65° che configura i punti engramma per il livello 65.OverridePlayerLevelEngramPoints=5OverridePlayerLevelEngramPoints=20...OverridePlayerLevelEngramPoints=300"
None,TRUE,PassiveTameIntervalMultiplier,Valore predefinito: 1.0Tipo valore: floatScala la frequenza con cui un sopravvissuto riceve richieste di addomesticamento per creature addomesticate passive.
TRUE,TRUE,PerLevelStatsMultiplier_Player[<integer>],Valore predefinito: N/AValue tipo: floatScales Player stats. Consulta la sezione relativa alle statistiche di livello per maggiori dettagli.
None,TRUE,PerLevelStatsMultiplier_DinoTamed<_type>[<integer>],"Valore predefinito: 0.0Tipo valore: floatStata quando la modalità PvE dovrebbe iniziare in un server PvPvE. I valori validi sono compresi tra 0 e 86400. È necessario impostare anche le opzioni bAutoPvETimer, bAutoPvEUseSystemTime e AutoPvEStopTimeSeconds. Nota: sebbene a livello di codice sia definito come numero in virgola mobile, si consiglia di utilizzare invece un numero intero."
None,TRUE,PerLevelStatsMultiplier_DinoWild[<integer>],"Valore predefinito: 0.0Tipo valore: floatStata quando la modalità PvE dovrebbe terminare in un server PvPvE. I valori validi sono compresi tra 0 e 86400. È necessario impostare anche le opzioni bAutoPvETimer, bAutoPvEUseSystemTime e AutoPvEStopTimeSeconds. Nota: sebbene a livello di codice sia definito come numero in virgola mobile, si consiglia di utilizzare invece un numero intero."
None,TRUE,PlayerBaseStatMultipliers[<attribute>],Valore predefinito: 1.0Tipo valore: floatScala quanto tempo dopo aver ritardato le coccole con il bambino prima che la qualità dell'imprinting inizi a diminuire.
None,TRUE,PlayerHarvestingDamageMultiplier,"Valore predefinito: 1.0Tipo valore: floatScala la frequenza con cui i bambini necessitano di attenzione per l'imprinting. Più spesso significa che dovrai coccolarli più frequentemente per ottenere la qualità dell'imprinting. Scale secondo BabyMatureSpeedMultiplier: se entrambi impostati su 1.0, la richiesta di stampa è ogni 8 ore."
TRUE,TRUE,PoopIntervalMultiplier,Valore predefinito: 1.0Tipo valore: floatScala la velocità con cui la qualità dell'imprinting diminuisce dopo il periodo di grazia se non hai ancora coccolato il bambino.
None,TRUE,PreventBreedingForClassNames,Valore predefinito: 1.0Tipo valore: floatAumenta la velocità con cui il bambino doma mangia il cibo. Un valore inferiore diminuisce (in percentuale) il cibo consumato dai bambini.
None,TRUE,PreventDinoTameClassNames,"Valore predefinito: 1.0Tipo di valore: floatScala la percentuale fornita da ciascuna stampa. Ad esempio, se un'impronta solitamente dà il 10%, impostando questo moltiplicatore su 0,5 significa che ora daranno il 5% ciascuno. Mentre impostarlo su 2.0 significa che ora darebbero il 20% ciascuno, ecc. Questo moltiplicatore è globale, il che significa che influenzerà la progressione dell'imprinting di ogni specie."
None,TRUE,PreventOfflinePvPConnectionInvincibleInterval,Valore predefinito: 1.0Tipo di valore: floatScala l'effetto sulle statistiche della qualità dell'imprinting. Impostarlo su 0 per disabilitare efficacemente il sistema.
None,TRUE,PreventTransferForClassNames,"Valore predefinito: 1.0Tipo di valore: floatScala la velocità di maturazione dei bambini. Un numero più alto diminuisce (in percentuale) il tempo necessario ai cuccioli per maturare. Vedere Tempi per le tabelle di riproduzione per valori a 1,0"
None,TRUE,PvPZoneStructureDamageMultiplier,"Valore predefinito: TrueValue tipo: booleanIf False, impedisce ai giocatori di annullare la rivendicazione delle creature addomesticate."
TRUE,TRUE,ResourceNoReplenishRadiusPlayers,"Valore predefinito: TrueValue tipo: booleanIf False, disabilitato il sistema di ricette/cotture personalizzato orientato a RP (compresi i risultati basati sulle abilità)."
TRUE,TRUE,ResourceNoReplenishRadiusStructures,Valore predefinito: FalseValue tipo: booleanSpecifica se le creature volanti e il personaggio del giocatore possono aumentare di livello la loro velocità di movimento.
TRUE,TRUE,SpecialXPMultiplier,Valore predefinito: FalseValue tipo: booleanSpecifica se è possibile aumentare la velocità di movimento delle creature.
None,TRUE,StructureDamageRepairCooldown,"Valore predefinito: FalseValue tipo: booleanIf True, consente più piani di piattaforma."
None,TRUE,SupplyCrateLootQualityMultiplier,"Valore predefinito: FalseValue tipo: booleanIf True, consente più di un utilizzo di Mindwipe Tonic senza 24 ore di ricarica."
None,TRUE,TamedDinoCharacterFoodDrainMultiplier,"Valore predefinito: 1.0Tipo di valore: floatSpecifica il fattore di ridimensionamento della temperatura di base della mappa: un valore più basso rende l'ambiente più freddo, un valore più alto rende l'ambiente più caldo."
None,TRUE,TamedDinoClassDamageMultipliers,"Valore predefinito: FalseValue tipo: booleanIf True, modalità PvE abilitata in un server PvPvE a orari prestabiliti. L'opzione bAutoPvEUseSystemTime determina quale tipo di tempo utilizzare, mentre AutoPvEStartTimeSeconds e AutoPvEStopTimeSeconds impostano l'ora di inizio e fine della modalità PvE."
None,TRUE,TamedDinoClassResistanceMultipliers,"Valore predefinito: FalseValue tipo: booleanSe True, gli orari di inizio e fine della modalità PvE in un server PvPvE faranno riferimento all'ora di sistema del server anziché all'ora mondiale del gioco. È inoltre necessario impostare le opzioni bAutoPvETimer, AutoPvEStartTimeSeconds e AutoPvEStopTimeSeconds."
None,TRUE,TamedDinoTorporDrainMultiplier,"Valore predefinito: FalseValue tipo: booleanSe True, sblocca tutti gli engrammi disponibili. Ignora le voci OverrideEngramEntries e OverrideNamedEngramEntries."
None,TRUE,TribeSlotReuseCooldown,"Valore predefinito: FalseValue tipo: booleanIf True, impedisce la riproduzione degli addomesticati."
None,TRUE,UseCorpseLifeSpanMultiplier,"Valore predefinito: FalseValue tipo: booleanIf True, impedisce ai giocatori di cavalcare gli addomesticati."
None,TRUE,WildDinoCharacterFoodDrainMultiplier,"Valore predefinito: FalseValue tipo: booleanSe True, impedisce ai giocatori di domare le creature selvagge."
None,TRUE,WildDinoTorporDrainMultiplier,"Valore predefinito: FalseValue tipo: booleanIf True, impedisce il fuoco amico (tra compagni di tribù/addomesticamenti/strutture)."
Turrets limit,,,"Valore predefinito: FalseValue tipo: booleanIf True, impedisce la generazione di casse di bottino (le creazioni di artefatti verranno comunque generate)."
None,TRUE,bHardLimitTurretsInRange,"Valore predefinito: FalseValue tipo: booleanIf True, consente alle strutture di agganciarsi al terreno."
None,TRUE,bLimitTurretsInRange,"Valore predefinito: FalseValue tipo: booleanSe True, le piattaforme Quetz consentiranno a qualsiasi addomesticato non alleato di basarsi su di esse mentre volano."
None,TRUE,LimitTurretsNum,"Valore predefinito: FalseValue tipo: booleanIf True, abilita la costruzione di aree dove normalmente non è consentito, come attorno agli obelischi di alcune mappe, nel Portale di Aberration e nelle aree dei volumi di missione su Genesis: Parte 1. Nota: in Genesis: Parte 1 questa impostazione è abilitato di default ed esiste un'impostazione ad hoc chiamata bGenesisUseStructuresPreventionVolumes per disabilitarlo."
None,TRUE,LimitTurretsRange,"Valore predefinito: TrueValue tipo: booleanIf False, disabilita il tempo di respawn aggiuntivo PvP (IncreasePvPRespawnIntervalBaseAmount) che scala (IncreasePvPRespawnIntervalMultiplier) quando un giocatore viene ucciso da una squadra entro un certo periodo di tempo (IncreasePvPRespawnIntervalCheckPeriod)."
Genesis,,,"Valore predefinito: FalseValue tipo: booleanIf True, qualsiasi engramma non specificato esplicitamente dall'elenco OverrideEngramEntries o OverrideNamedEngramEntries verrà nascosto. Tutti gli oggetti e i progetti basati su engrammi nascosti verranno rimossi."
None,TRUE,AdjustableMutagenSpawnDelayMultiplier,"Valore predefinito: FalseValue tipo: booleanSe True, consente ai muri chiodati di danneggiare le creature selvagge/senza cavaliere."
