Spear Bolt,Ammunition,100,-,PrimalItemAmmo_BallistaArrow_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_BallistaArrow.PrimalItemAmmo_BallistaArrow'
Stone Arrow,Ammunition,100,32,PrimalItemAmmo_ArrowStone_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_ArrowStone.PrimalItemAmmo_ArrowStone'
Tranq Arrow,Ammunition,100,70,PrimalItemAmmo_ArrowTranq_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_ArrowTranq.PrimalItemAmmo_ArrowTranq'
Tranq Spear Bolt,Ammunition,100,-,PrimalItemAmmo_TranqSpearBolt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_TranqSpearBolt.PrimalItemAmmo_TranqSpearBolt'
Tranquilizer Dart,Ammunition,100,-,PrimalItemAmmo_TranqDart_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_TranqDart.PrimalItemAmmo_TranqDart'
Transponder Node,Ammunition,100,369,PrimalItemTransGPSAmmo_C,Blueprint'/Game/PrimalEarth/Test/PrimalItemTransGPSAmmo.PrimalItemTransGPSAmmo'
Zip-Line Anchor,Ammunition,100,-,PrimalItemAmmo_Zipline_C,Blueprint'/Game/Aberration/CoreBlueprints/Weapons/PrimalItemAmmo_Zipline.PrimalItemAmmo_Zipline'
Chitin Boots,Armor,1,30,PrimalItemArmor_ChitinBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinBoots.PrimalItemArmor_ChitinBoots'
Chitin Chestpiece,Armor,1,28,PrimalItemArmor_ChitinShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinShirt.PrimalItemArmor_ChitinShirt'
Chitin Gauntlets,Armor,1,31,PrimalItemArmor_ChitinGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinGloves.PrimalItemArmor_ChitinGloves'
Chitin Helmet,Armor,1,29,PrimalItemArmor_ChitinHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinHelmet.PrimalItemArmor_ChitinHelmet'
Chitin Leggings,Armor,1,27,PrimalItemArmor_ChitinPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinPants.PrimalItemArmor_ChitinPants'
Cloth Boots,Armor,1,20,PrimalItemArmor_ClothBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothBoots.PrimalItemArmor_ClothBoots'
Cloth Gloves,Armor,1,21,PrimalItemArmor_ClothGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothGloves.PrimalItemArmor_ClothGloves'
Cloth Hat,Armor,1,19,PrimalItemArmor_ClothHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothHelmet.PrimalItemArmor_ClothHelmet'
Cloth Pants,Armor,1,17,PrimalItemArmor_ClothPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothPants.PrimalItemArmor_ClothPants'
Cloth Shirt,Armor,1,18,PrimalItemArmor_ClothShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothShirt.PrimalItemArmor_ClothShirt'
Desert Cloth Boots,Armor,1,-,PrimalItemArmor_DesertClothBoots_C,Blueprint'/Game/ScorchedEarth/Outfits/PrimalItemArmor_DesertClothBoots.PrimalItemArmor_DesertClothBoots'
Desert Cloth Gloves,Armor,1,-,PrimalItemArmor_DesertClothGloves_C,Blueprint'/Game/ScorchedEarth/Outfits/PrimalItemArmor_DesertClothGloves.PrimalItemArmor_DesertClothGloves'
Desert Cloth Pants,Armor,1,-,PrimalItemArmor_DesertClothPants_C,Blueprint'/Game/ScorchedEarth/Outfits/PrimalItemArmor_DesertClothPants.PrimalItemArmor_DesertClothPants'
Desert Cloth Shirt,Armor,1,-,PrimalItemArmor_DesertClothShirt_C,Blueprint'/Game/ScorchedEarth/Outfits/PrimalItemArmor_DesertClothShirt.PrimalItemArmor_DesertClothShirt'
Desert Goggles and Hat,Armor,1,-,PrimalItemArmor_DesertClothGogglesHelmet_C,Blueprint'/Game/ScorchedEarth/Outfits/PrimalItemArmor_DesertClothGogglesHelmet.PrimalItemArmor_DesertClothGogglesHelmet'
Federation Exo Boots,Armor,1,-,PrimalItemArmor_TekBoots_Gen2_C,Blueprint'/Game/Genesis2/CoreBlueprints/items/Armor/TEK/PrimalItemArmor_TekHelmet_Gen2.PrimalItemArmor_TekBoots_Gen2'
Federation Exo Chestpiece,Armor,1,-,PrimalItemArmor_TekShirt_Gen2_C,Blueprint'/Game/Genesis2/CoreBlueprints/items/Armor/TEK/PrimalItemArmor_TekHelmet_Gen2.PrimalItemArmor_TekShirt_Gen2'
Federation Exo Gloves,Armor,1,-,PrimalItemArmor_TekGloves_Gen2_C,Blueprint'/Game/Genesis2/CoreBlueprints/items/Armor/TEK/PrimalItemArmor_TekHelmet_Gen2.PrimalItemArmor_TekGloves_Gen2'
Federation Exo Helmet,Armor,1,-,PrimalItemArmor_TekHelmet_Gen2_C,Blueprint'/Game/Genesis2/CoreBlueprints/items/Armor/TEK/PrimalItemArmor_TekHelmet_Gen2.PrimalItemArmor_TekHelmet_Gen2'
Federation Exo Leggings,Armor,1,-,PrimalItemArmor_TekPants_Gen2_C,Blueprint'/Game/Genesis2/CoreBlueprints/items/Armor/TEK/PrimalItemArmor_TekHelmet_Gen2.PrimalItemArmor_TekPants_Gen2'
Flak Boots,Armor,1,221,PrimalItemArmor_MetalBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalBoots.PrimalItemArmor_MetalBoots'
Flak Chestpiece,Armor,1,219,PrimalItemArmor_MetalShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalShirt.PrimalItemArmor_MetalShirt'
Flak Gauntlets,Armor,1,222,PrimalItemArmor_MetalGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalGloves.PrimalItemArmor_MetalGloves'
Flak Helmet,Armor,1,220,PrimalItemArmor_MetalHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalHelmet.PrimalItemArmor_MetalHelmet'
Flak Leggings,Armor,1,218,PrimalItemArmor_MetalPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalPants.PrimalItemArmor_MetalPants'
Fur Boots,Armor,1,427,PrimalItemArmor_FurBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurBoots.PrimalItemArmor_FurBoots'
Fur Cap,Armor,1,426,PrimalItemArmor_FurHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurHelmet.PrimalItemArmor_FurHelmet'
Fur Chestpiece,Armor,1,425,PrimalItemArmor_FurShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurShirt.PrimalItemArmor_FurShirt'
Fur Gauntlets,Armor,1,428,PrimalItemArmor_FurGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurGloves.PrimalItemArmor_FurGloves'
Fur Leggings,Armor,1,424,PrimalItemArmor_FurPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurPants.PrimalItemArmor_FurPants'
Gas Mask,Armor,1,-,PrimalItemArmor_GasMask_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_GasMask.PrimalItemArmor_GasMask'
Ghillie Boots,Armor,1,-,PrimalItemArmor_GhillieBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieBoots.PrimalItemArmor_GhillieBoots'
Ghillie Chestpiece,Armor,1,-,PrimalItemArmor_GhillieShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieShirt.PrimalItemArmor_GhillieShirt'
Ghillie Gauntlets,Armor,1,-,PrimalItemArmor_GhillieGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieGloves.PrimalItemArmor_GhillieGloves'
Ghillie Leggings,Armor,1,-,PrimalItemArmor_GhilliePants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhilliePants.PrimalItemArmor_GhilliePants'
Ghillie Mask,Armor,1,-,PrimalItemArmor_GhillieHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieHelmet.PrimalItemArmor_GhillieHelmet'
Hazard Suit Boots,Armor,1,-,PrimalItemArmor_HazardSuitBoots_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Armor/HazardSuit/PrimalItemArmor_HazardSuitBoots.PrimalItemArmor_HazardSuitBoots'
Hazard Suit Gloves,Armor,1,-,PrimalItemArmor_HazardSuitGloves_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Armor/HazardSuit/PrimalItemArmor_HazardSuitGloves.PrimalItemArmor_HazardSuitGloves'
Hazard Suit Hat,Armor,1,-,PrimalItemArmor_HazardSuitHelmet_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Armor/HazardSuit/PrimalItemArmor_HazardSuitHelmet.PrimalItemArmor_HazardSuitHelmet'
Hazard Suit Pants,Armor,1,-,PrimalItemArmor_HazardSuitPants_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Armor/HazardSuit/PrimalItemArmor_HazardSuitPants.PrimalItemArmor_HazardSuitPants'
Hazard Suit Shirt,Armor,1,-,PrimalItemArmor_HazardSuitShirt_C,Blueprint'/Game/Aberration/CoreBlueprints/Items/Armor/HazardSuit/PrimalItemArmor_HazardSuitShirt.PrimalItemArmor_HazardSuitShirt'
Heavy Miner's Helmet,Armor,1,301,PrimalItemArmor_MinersHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MinersHelmet.PrimalItemArmor_MinersHelmet'
Hide Boots,Armor,1,25,PrimalItemArmor_HideBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideBoots.PrimalItemArmor_HideBoots'
Hide Gloves,Armor,1,26,PrimalItemArmor_HideGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideGloves.PrimalItemArmor_HideGloves'
Hide Hat,Armor,1,24,PrimalItemArmor_HideHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideHelmet.PrimalItemArmor_HideHelmet'
Hide Pants,Armor,1,22,PrimalItemArmor_HidePants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HidePants.PrimalItemArmor_HidePants'
Hide Shirt,Armor,1,23,PrimalItemArmor_HideShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideShirt.PrimalItemArmor_HideShirt'
M.D.S.M.,Armor,1,-,PrimalItemArmor_MekBackpack_Shield_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Saddle/PrimalItemArmor_MekBackpack_Shield.PrimalItemArmor_MekBackpack_Shield'
M.O.M.I.,Armor,1,-,PrimalItemArmor_MekTransformer_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Saddle/PrimalItemArmor_MekTransformer.PrimalItemArmor_MekTransformer'
M.R.L.M.,Armor,1,-,PrimalItemArmor_MekBackpack_MissilePod_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Saddle/PrimalItemArmor_MekBackpack_MissilePod.PrimalItemArmor_MekBackpack_MissilePod'
M.S.C.M.,Armor,1,-,PrimalItemArmor_MekBackpack_SiegeCannon_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Saddle/PrimalItemArmor_MekBackpack_SiegeCannon.PrimalItemArmor_MekBackpack_SiegeCannon'
Metal Shield,Armor,1,-,PrimalItemArmor_MetalShield_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Shields/PrimalItemArmor_MetalShield.PrimalItemArmor_MetalShield'
Night Vision Goggles,Armor,1,-,PrimalItemArmor_NightVisionGoggles_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_NightVisionGoggles.PrimalItemArmor_NightVisionGoggles'
Parachute,Armor,20,184,PrimalItemConsumableBuff_Parachute_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/BaseBPs/PrimalItemConsumableBuff_Parachute.PrimalItemConsumableBuff_Parachute'
Riot Boots,Armor,1,444,PrimalItemArmor_RiotBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotBoots.PrimalItemArmor_RiotBoots'
Riot Chestpiece,Armor,1,442,PrimalItemArmor_RiotShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotShirt.PrimalItemArmor_RiotShirt'
Riot Gauntlets,Armor,1,443,PrimalItemArmor_RiotGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotGloves.PrimalItemArmor_RiotGloves'
Riot Helmet,Armor,1,445,PrimalItemArmor_RiotHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotHelmet.PrimalItemArmor_RiotHelmet'
Riot Leggings,Armor,1,441,PrimalItemArmor_RiotPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotPants.PrimalItemArmor_RiotPants'
Riot Shield,Armor,1,-,PrimalItemArmor_TransparentRiotShield_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Shields/PrimalItemArmor_TransparentRiotShield.PrimalItemArmor_TransparentRiotShield'
SCUBA Flippers,Armor,1,385,PrimalItemArmor_ScubaBoots_Flippers_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaBoots_Flippers.PrimalItemArmor_ScubaBoots_Flippers'
SCUBA Leggings,Armor,1,-,PrimalItemArmor_ScubaPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaPants.PrimalItemArmor_ScubaPants'
SCUBA Mask,Armor,1,384,PrimalItemArmor_ScubaHelmet_Goggles_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaHelmet_Goggles.PrimalItemArmor_ScubaHelmet_Goggles'
SCUBA Tank,Armor,1,383,PrimalItemArmor_ScubaShirt_SuitWithTank_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaShirt_SuitWithTank.PrimalItemArmor_ScubaShirt_SuitWithTank'
Tek Boots,Armor,1,-,PrimalItemArmor_TekBoots_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekBoots.PrimalItemArmor_TekBoots'
Tek Chestpiece,Armor,1,-,PrimalItemArmor_TekShirt_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekShirt.PrimalItemArmor_TekShirt'
Tek Gauntlets,Armor,1,-,PrimalItemArmor_TekGloves_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekGloves.PrimalItemArmor_TekGloves'
Tek Helmet,Armor,1,-,PrimalItemArmor_TekHelmet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekHelmet.PrimalItemArmor_TekHelmet'
Tek Leggings,Armor,1,-,PrimalItemArmor_TekPants_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/TEK/PrimalItemArmor_TekPants.PrimalItemArmor_TekPants'
Tek Shield,Armor,1,-,PrimalItemArmor_ShieldTek_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Shields/PrimalItemArmor_ShieldTek.PrimalItemArmor_ShieldTek'
Tek Shoulder Cannon,Armor,1,497,PrimalItemArmor_ShoulderCannon_C,Blueprint'/Game/Genesis/Items/Armor/PrimalItemArmor_ShoulderCannon.PrimalItemArmor_ShoulderCannon'
Wooden Shield,Armor,1,-,PrimalItemArmor_WoodShield_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Shields/PrimalItemArmor_WoodShield.PrimalItemArmor_WoodShield'
Alpha Basilisk Fang,Artifacts,100,-,PrimalItemResource_ApexDrop_Basilisk_Alpha_C,Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Basilisk_Alpha.PrimalItemResource_ApexDrop_Basilisk_Alpha'
Allosaurus Brain,Artifacts,100,-,PrimalItemResource_ApexDrop_Allo_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Allo.PrimalItemResource_ApexDrop_Allo'
Alpha Carnotaurus Arm,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaCarno_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaCarno.PrimalItemResource_ApexDrop_AlphaCarno'
Alpha Crystal Talon,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaCrystalWyvern_C,Blueprint'/Game/PrimalEarth/Dinos/CrystalWyvern/Mega/PrimalItemResource_ApexDrop_AlphaCrystalWyvern.PrimalItemResource_ApexDrop_AlphaCrystalWyvern'
Alpha Karkinos Claw,Artifacts,100,-,PrimalItemResource_ApexDrop_CrabClaw_C,Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_CrabClaw.PrimalItemResource_ApexDrop_CrabClaw'
Alpha Leedsichthys Blubber,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaLeeds_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaLeeds.PrimalItemResource_ApexDrop_AlphaLeeds'
Alpha Megalodon Fin,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaMegalodon_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaMegalodon.PrimalItemResource_ApexDrop_AlphaMegalodon'
Alpha Mosasaur Tooth,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaMosasaur_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaMosasaur.PrimalItemResource_ApexDrop_AlphaMosasaur'
Alpha Raptor Claw,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaRaptor_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaRaptor.PrimalItemResource_ApexDrop_AlphaRaptor'
Alpha Reaper King Barb,Artifacts,100,-,PrimalItemResource_ApexDrop_ReaperBarb_C,Blueprint'/Game/Aberration/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_ReaperBarb.PrimalItemResource_ApexDrop_ReaperBarb'
Alpha Tusoteuthis Eye,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaTuso_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaTuso.PrimalItemResource_ApexDrop_AlphaTuso'
Alpha Tyrannosaur Tooth,Artifacts,100,-,PrimalItemResource_ApexDrop_AlphaRex_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_AlphaRex.PrimalItemResource_ApexDrop_AlphaRex'
Alpha X-Triceratops Skull,Artifacts,1,-,PrimalItemSkin_TrikeSkullHelmet_Retrieve_C,Blueprint'/Game/Genesis/Missions/Retrieve/RetrieveItems/TrikeSkull/PrimalItemSkin_TrikeSkullHelmet_Retrieve.PrimalItemSkin_TrikeSkullHelmet_Retrieve'
Argentavis Talon,Artifacts,100,155,PrimalItemResource_ApexDrop_Argentavis_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_ApexDrop_Argentavis.PrimalItemResource_ApexDrop_Argentavis'
Artifact of Chaos,Artifacts,1,-,PrimalItemArtifact_Extinction_DesertKaiju_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Artifacts/PrimalItemArtifact_Extinction_DesertKaiju.PrimalItemArtifact_Extinction_DesertKaiju'
Artifact of Growth,Artifacts,1,-,PrimalItemArtifact_Extinction_ForestKaiju_C,Blueprint'/Game/Extinction/CoreBlueprints/Items/Artifacts/PrimalItemArtifact_Extinction_ForestKaiju.PrimalItemArtifact_Extinction_ForestKaiju'
Artifact of the Brute,Artifacts,1,-,PrimalItemArtifact_12_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Artifacts/PrimalItemArtifact_12.PrimalItemArtifact_12'
Artifact of the Clever,Artifacts,1,150,PrimalItemArtifact_05_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Artifacts/PrimalItemArtifact_05.PrimalItemArtifact_05'
Artifact of the Crag,Artifacts,1,-,PrimalItemArtifactSE_02_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Artifacts/PrimalItemArtifactSE_02.PrimalItemArtifactSE_02'
Artifact of the Cunning,Artifacts,1,-,PrimalItemArtifact_11_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Artifacts/PrimalItemArtifact_11.PrimalItemArtifact_11'
Artifact of the Depths,Artifacts,1,-,PrimalItemArtifactAB_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Artifacts/PrimalItemArtifactAB.PrimalItemArtifactAB'
Artifact of the Destroyer,Artifacts,1,-,PrimalItemArtifactSE_03_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Artifacts/PrimalItemArtifactSE_03.PrimalItemArtifactSE_03'
